pathway,overlap,gene_set_size,pathway_size,p_value
POSITIVE REGULATION OF TYPE I HYPERSENSITIVITY,1,433,1,0.11099718021020251
POSITIVE REGULATION OF ANOIKIS,1,433,1,0.11099718021020251
ADRENOMEDULLIN RECEPTOR SIGNALING PATHWAY,1,433,1,0.11099718021020251
BASIC AMINO ACID TRANSMEMBRANE TRANSPORT,1,433,1,0.11099718021020251
CELLULAR RESPONSE TO MURAMYL DIPEPTIDE,1,433,1,0.11099718021020251
CELLULAR RESPONSE TO L LEUCINE,1,433,1,0.11099718021020251
NUCLEOBASE BIOSYNTHETIC PROCESS,1,433,1,0.11099718021020251
CELLULAR RESPONSE TO WATER STIMULUS,1,433,1,0.11099718021020251
PROTEIN INSERTION INTO MEMBRANE FROM INNER SIDE,1,433,1,0.11099718021020251
CELLULAR RESPONSE TO TESTOSTERONE STIMULUS,1,433,1,0.11099718021020251
POSITIVE REGULATION OF OSTEOCLAST DEVELOPMENT,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF FATTY ACID BETA OXIDATION,1,433,1,0.11099718021020251
CHOLANGIOCYTE PROLIFERATION,1,433,1,0.11099718021020251
RESPONSE TO ALUMINUM ION,1,433,1,0.11099718021020251
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY CAROTID SINUS BARORECEPTOR FEEDBACK,1,433,1,0.11099718021020251
REGULATION OF CHOLANGIOCYTE PROLIFERATION,1,433,1,0.11099718021020251
TRIPEPTIDE TRANSMEMBRANE TRANSPORT,1,433,1,0.11099718021020251
RESPONSE TO ISOLATION STRESS,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF HEPATOCYTE APOPTOTIC PROCESS,1,433,1,0.11099718021020251
REGULATION OF HEPATOCYTE APOPTOTIC PROCESS,1,433,1,0.11099718021020251
ALDEHYDE METABOLIC PROCESS,4,433,17,0.11103768398184435
NEGATIVE REGULATION OF PEPTIDE SECRETION,4,433,17,0.11103768398184435
EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,4,433,17,0.11103768398184435
COMPLEMENT ACTIVATION,4,433,17,0.11103768398184435
POSITIVE REGULATION OF STEROID METABOLIC PROCESS,4,433,17,0.11103768398184435
PROTEIN LIPID COMPLEX ORGANIZATION,4,433,17,0.11103768398184435
PURINE CONTAINING COMPOUND METABOLIC PROCESS,14,433,89,0.11126849266511576
POSITIVE REGULATION OF MAPK CASCADE,18,433,120,0.11131161066494939
NEGATIVE REGULATION OF IMMUNE SYSTEM PROCESS,22,433,152,0.11370130492529011
TAXIS,22,433,152,0.11370130492529011
WHITE FAT CELL DIFFERENTIATION,3,433,11,0.11411154947655072
NEGATIVE REGULATION OF LIPID TRANSPORT,3,433,11,0.11411154947655072
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY,3,433,11,0.11411154947655072
ORGAN OR TISSUE SPECIFIC IMMUNE RESPONSE,3,433,11,0.11411154947655072
POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS,3,433,11,0.11411154947655072
RESPONSE TO LIPOPROTEIN PARTICLE,3,433,11,0.11411154947655072
RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY ENDOPLASMIC RETICULUM,3,433,11,0.11411154947655072
INFLAMMATORY CELL APOPTOTIC PROCESS,3,433,11,0.11411154947655072
CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION,3,433,11,0.11411154947655072
RESPONSE TO COLD,3,433,11,0.11411154947655072
CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,9,433,52,0.11595332598098089
LEUKOCYTE MEDIATED CYTOTOXICITY,9,433,52,0.11595332598098089
LEUKOCYTE CHEMOTAXIS,13,433,82,0.11640746478046489
PROTEIN TRANSPORT,28,433,201,0.11757299529957436
RIBOSE PHOSPHATE METABOLIC PROCESS,11,433,67,0.11761699372708168
REGULATION OF CELL KILLING,8,433,45,0.11901048651260579
PLATELET ACTIVATION,8,433,45,0.11901048651260579
LIPID HOMEOSTASIS,8,433,45,0.11901048651260579
RESPONSE TO INSULIN,14,433,90,0.1191490790699056
REGULATION OF BONE REMODELING,5,433,24,0.11922417048029363
REGULATION OF CARBOHYDRATE CATABOLIC PROCESS,5,433,24,0.11922417048029363
RESPONSE TO ENDOGENOUS STIMULUS,63,433,494,0.12096476249757658
REGULATION OF G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,7,433,38,0.12114646596986123
AMINO ACID METABOLIC PROCESS,6,433,31,0.12166017409587344
NEGATIVE REGULATION OF LIPID METABOLIC PROCESS,6,433,31,0.12166017409587344
NEGATIVE REGULATION OF RESPONSE TO WOUNDING,6,433,31,0.12166017409587344
REGULATION OF HEART RATE,6,433,31,0.12166017409587344
NEGATIVE REGULATION OF KINASE ACTIVITY,6,433,31,0.12166017409587344
CALCIUM MEDIATED SIGNALING,12,433,75,0.12170912820855279
POSITIVE REGULATION OF PROTEIN TRANSPORT,12,433,75,0.12170912820855279
CELLULAR RESPONSE TO ABIOTIC STIMULUS,12,433,75,0.12170912820855279
RESPONSE TO NUTRIENT,10,433,60,0.12228027950858816
REGULATION OF OSSIFICATION,10,433,60,0.12228027950858816
ESTABLISHMENT OF PROTEIN LOCALIZATION,32,433,235,0.1243801766226427
REGULATION OF BODY FLUID LEVELS,19,433,130,0.12558712892660343
NEGATIVE REGULATION OF CELL ACTIVATION,11,433,68,0.1271418831816226
POSITIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,33,433,244,0.12829419040818638
CELLULAR RESPONSE TO LIPID,28,433,203,0.1284293153719217
REGULATION OF STEROL TRANSPORT,4,433,18,0.1308993019134369
REGULATION OF LIPID CATABOLIC PROCESS,4,433,18,0.1308993019134369
ANTIBACTERIAL HUMORAL RESPONSE,4,433,18,0.1308993019134369
REGULATION OF NATURAL KILLER CELL ACTIVATION,4,433,18,0.1308993019134369
REGULATION OF ACTOMYOSIN STRUCTURE ORGANIZATION,4,433,18,0.1308993019134369
CHOLESTEROL EFFLUX,4,433,18,0.1308993019134369
REGULATION OF ACTIN FILAMENT BASED MOVEMENT,4,433,18,0.1308993019134369
REGULATION OF MACROPHAGE ACTIVATION,4,433,18,0.1308993019134369
POSITIVE REGULATION OF MORPHOGENESIS OF AN EPITHELIUM,4,433,18,0.1308993019134369
NEGATIVE REGULATION OF HORMONE SECRETION,4,433,18,0.1308993019134369
POSITIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS,4,433,18,0.1308993019134369
RESPONSE TO ETHANOL,8,433,46,0.13094348186552776
SULFUR COMPOUND METABOLIC PROCESS,8,433,46,0.13094348186552776
CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS,10,433,61,0.13265135472543652
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE,10,433,61,0.13265135472543652
IMMUNE EFFECTOR PROCESS,28,433,204,0.1340812354379658
CELL ACTIVATION,49,433,379,0.13487050369362696
FAT CELL DIFFERENTIATION,14,433,92,0.13586032940683826
RHYTHMIC BEHAVIOR,5,433,25,0.13622844416899071
MITOCHONDRIAL FISSION,2,433,6,0.13642131624820958
POSITIVE REGULATION OF CELL CELL ADHESION MEDIATED BY INTEGRIN,2,433,6,0.13642131624820958
NEGATIVE REGULATION OF INTERLEUKIN 1 BETA PRODUCTION,2,433,6,0.13642131624820958
POSITIVE REGULATION OF CYCLASE ACTIVITY,2,433,6,0.13642131624820958
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS,2,433,6,0.13642131624820958
VASCULAR ASSOCIATED SMOOTH MUSCLE CELL APOPTOTIC PROCESS,2,433,6,0.13642131624820958
CORTISOL METABOLIC PROCESS,2,433,6,0.13642131624820958
POSITIVE REGULATION OF LYASE ACTIVITY,2,433,6,0.13642131624820958
REGULATION OF MICROGLIAL CELL ACTIVATION,2,433,6,0.13642131624820958
POSITIVE REGULATION OF TRIGLYCERIDE BIOSYNTHETIC PROCESS,2,433,6,0.13642131624820958
INNATE IMMUNE RESPONSE IN MUCOSA,2,433,6,0.13642131624820958
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,2,433,6,0.13642131624820958
CHONDROITIN SULFATE PROTEOGLYCAN METABOLIC PROCESS,2,433,6,0.13642131624820958
REGULATION OF NEUROTRANSMITTER UPTAKE,2,433,6,0.13642131624820958
CARBOHYDRATE MEDIATED SIGNALING,2,433,6,0.13642131624820958
COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY,2,433,6,0.13642131624820958
MAST CELL CHEMOTAXIS,2,433,6,0.13642131624820958
REGULATION OF PROTEIN ACETYLATION,2,433,6,0.13642131624820958
POSITIVE REGULATION OF MYOBLAST FUSION,2,433,6,0.13642131624820958
VAGINA DEVELOPMENT,2,433,6,0.13642131624820958
AEROBIC RESPIRATION,2,433,6,0.13642131624820958
REGULATION OF RELAXATION OF MUSCLE,2,433,6,0.13642131624820958
POSITIVE REGULATION OF MAST CELL DEGRANULATION,2,433,6,0.13642131624820958
REGULATION OF TROPHOBLAST CELL MIGRATION,2,433,6,0.13642131624820958
REGULATION OF CARDIAC MUSCLE CONTRACTION BY CALCIUM ION SIGNALING,2,433,6,0.13642131624820958
SPHINGOLIPID CATABOLIC PROCESS,2,433,6,0.13642131624820958
COMPLEMENT ACTIVATION CLASSICAL PATHWAY,2,433,6,0.13642131624820958
RESPONSE TO THYROID HORMONE,2,433,6,0.13642131624820958
NEGATIVE REGULATION OF SMOOTH MUSCLE CONTRACTION,2,433,6,0.13642131624820958
OLIGOPEPTIDE TRANSPORT,2,433,6,0.13642131624820958
UREA TRANSPORT,2,433,6,0.13642131624820958
BONE MATURATION,2,433,6,0.13642131624820958
GLOMERULAR EPITHELIAL CELL DEVELOPMENT,2,433,6,0.13642131624820958
OXIDATIVE PHOSPHORYLATION,2,433,6,0.13642131624820958
POSITIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY,2,433,6,0.13642131624820958
NADP METABOLIC PROCESS,2,433,6,0.13642131624820958
TYROSINE METABOLIC PROCESS,2,433,6,0.13642131624820958
RESPONSE TO CAFFEINE,2,433,6,0.13642131624820958
REGULATION OF ATP BIOSYNTHETIC PROCESS,2,433,6,0.13642131624820958
RESPONSE TO AMINO ACID STARVATION,2,433,6,0.13642131624820958
CELLULAR RESPONSE TO ESTROGEN STIMULUS,2,433,6,0.13642131624820958
REGULATION OF CELLULAR RESPIRATION,2,433,6,0.13642131624820958
NEGATIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,6,433,32,0.13655497394262256
CELLULAR RESPONSE TO KETONE,6,433,32,0.13655497394262256
HORMONE BIOSYNTHETIC PROCESS,6,433,32,0.13655497394262256
NEGATIVE REGULATION OF TRANSFERASE ACTIVITY,6,433,32,0.13655497394262256
MAST CELL ACTIVATION,6,433,32,0.13655497394262256
PHOSPHOLIPASE C ACTIVATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,6,433,32,0.13655497394262256
REGULATION OF CELL SUBSTRATE ADHESION,11,433,69,0.13707953469795467
MONONUCLEAR CELL MIGRATION,11,433,69,0.13707953469795467
NEUROMUSCULAR PROCESS,11,433,69,0.13707953469795467
REGULATION OF LIPID LOCALIZATION,9,433,54,0.1381453712784032
NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,16,433,108,0.13853635705229436
ACTIN FILAMENT DEPOLYMERIZATION,3,433,12,0.14018839229177602
RESPONSE TO LITHIUM ION,3,433,12,0.14018839229177602
REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS,3,433,12,0.14018839229177602
POSITIVE REGULATION OF LEUKOCYTE DEGRANULATION,3,433,12,0.14018839229177602
POSITIVE REGULATION OF BLOOD PRESSURE,3,433,12,0.14018839229177602
C21 STEROID HORMONE BIOSYNTHETIC PROCESS,3,433,12,0.14018839229177602
L GLUTAMATE IMPORT,3,433,12,0.14018839229177602
RESPONSE TO CORTICOSTERONE,3,433,12,0.14018839229177602
REGULATION OF ACUTE INFLAMMATORY RESPONSE,3,433,12,0.14018839229177602
RESPONSE TO GROWTH HORMONE,3,433,12,0.14018839229177602
SARCOPLASMIC RETICULUM CALCIUM ION TRANSPORT,3,433,12,0.14018839229177602
DICARBOXYLIC ACID METABOLIC PROCESS,3,433,12,0.14018839229177602
POSTSYNAPTIC MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION,3,433,12,0.14018839229177602
REGULATION OF BIOMINERAL TISSUE DEVELOPMENT,8,433,47,0.14346659874193896
REGULATION OF CELL ADHESION,36,433,272,0.14445066360404307
OSSIFICATION,23,433,165,0.14503827458590574
CELLULAR RESPONSE TO STRESS,39,433,298,0.14925779562093125
PROCESS UTILIZING AUTOPHAGIC MECHANISM,9,433,55,0.15000714610304658
ORGANOPHOSPHATE CATABOLIC PROCESS,9,433,55,0.15000714610304658
HEART PROCESS,12,433,78,0.15031154814705214
LENS FIBER CELL DIFFERENTIATION,4,433,19,0.1521000317622305
SULFUR COMPOUND BIOSYNTHETIC PROCESS,4,433,19,0.1521000317622305
CARDIAC MUSCLE ADAPTATION,4,433,19,0.1521000317622305
NEGATIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS,4,433,19,0.1521000317622305
REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,4,433,19,0.1521000317622305
CELLULAR RESPONSE TO NUTRIENT,4,433,19,0.1521000317622305
MATERNAL PROCESS INVOLVED IN FEMALE PREGNANCY,4,433,19,0.1521000317622305
POSITIVE REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS,4,433,19,0.1521000317622305
CERAMIDE METABOLIC PROCESS,4,433,19,0.1521000317622305
T CELL APOPTOTIC PROCESS,4,433,19,0.1521000317622305
RESPONSE TO CAMP,6,433,33,0.15225979607409798
REGULATION OF TISSUE REMODELING,6,433,33,0.15225979607409798
NEGATIVE REGULATION OF MAPK CASCADE,6,433,33,0.15225979607409798
REGULATION OF TRANSFERASE ACTIVITY,14,433,94,0.15381191592343463
OOGENESIS,5,433,26,0.154236311778771
CELL SUBSTRATE JUNCTION ORGANIZATION,5,433,26,0.154236311778771
FATTY ACID TRANSPORT,5,433,26,0.154236311778771
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION,5,433,26,0.154236311778771
CELLULAR RESPONSE TO INTERLEUKIN 1,5,433,26,0.154236311778771
REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS,5,433,26,0.154236311778771
NEGATIVE REGULATION OF WOUND HEALING,5,433,26,0.154236311778771
LIPID LOCALIZATION,15,433,102,0.15472497478356487
CELL CHEMOTAXIS,16,433,110,0.15522169049885662
CELLULAR RESPONSE TO STEROID HORMONE STIMULUS,11,433,71,0.15815837161550975
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION,12,433,79,0.16056874669502033
NUCLEOTIDE METABOLIC PROCESS,12,433,79,0.16056874669502033
REGULATION OF ALPHA BETA T CELL ACTIVATION,7,433,41,0.16292757056950086
CALCIUM ION TRANSPORT,18,433,127,0.16339613161909555
REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,15,433,103,0.16379066493367386
REGULATION OF TUBE SIZE,10,433,64,0.16644411896568845
CALCIUM ION TRANSMEMBRANE IMPORT INTO CYTOSOL,10,433,64,0.16644411896568845
POSITIVE REGULATION OF HORMONE BIOSYNTHETIC PROCESS,3,433,13,0.1680206780098107
GLUCOCORTICOID METABOLIC PROCESS,3,433,13,0.1680206780098107
SMOOTH MUSCLE CELL APOPTOTIC PROCESS,3,433,13,0.1680206780098107
REGULATION OF CARDIAC MUSCLE CELL CONTRACTION,3,433,13,0.1680206780098107
SEROTONIN TRANSPORT,3,433,13,0.1680206780098107
FAT SOLUBLE VITAMIN METABOLIC PROCESS,3,433,13,0.1680206780098107
GLOMERULAR EPITHELIUM DEVELOPMENT,3,433,13,0.1680206780098107
T HELPER 17 CELL DIFFERENTIATION,3,433,13,0.1680206780098107
POSITIVE REGULATION OF BONE RESORPTION,3,433,13,0.1680206780098107
CELLULAR RESPIRATION,3,433,13,0.1680206780098107
OLEFINIC COMPOUND BIOSYNTHETIC PROCESS,3,433,13,0.1680206780098107
CD8 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,3,433,13,0.1680206780098107
REGULATION OF MONOCYTE CHEMOTAXIS,3,433,13,0.1680206780098107
FLUID TRANSPORT,3,433,13,0.1680206780098107
POSITIVE REGULATION OF CHOLESTEROL EFFLUX,3,433,13,0.1680206780098107
POSITIVE REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,3,433,13,0.1680206780098107
RENAL ABSORPTION,3,433,13,0.1680206780098107
TRANSEPITHELIAL TRANSPORT,3,433,13,0.1680206780098107
REGULATION OF AUTOPHAGY,6,433,34,0.16872575917329494
CELLULAR RESPONSE TO CALCIUM ION,6,433,34,0.16872575917329494
POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION,6,433,34,0.16872575917329494
REGULATION OF INSULIN SECRETION,11,433,72,0.16927826659598658
CYTOKINE PRODUCTION,37,433,285,0.16964789075120726
MONOCARBOXYLIC ACID TRANSPORT,8,433,49,0.1701951746880436
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE,8,433,49,0.1701951746880436
CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,14,433,96,0.17295914284269356
AMINE TRANSPORT,5,433,27,0.17316770310925478
ALCOHOL BIOSYNTHETIC PROCESS,5,433,27,0.17316770310925478
DETOXIFICATION,5,433,27,0.17316770310925478
REGULATION OF PROTEIN POLYMERIZATION,5,433,27,0.17316770310925478
REGULATION OF GLUCOSE METABOLIC PROCESS,5,433,27,0.17316770310925478
REGULATION OF NON CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,4,433,20,0.1744937122618084
REGULATION OF HORMONE BIOSYNTHETIC PROCESS,4,433,20,0.1744937122618084
T CELL MIGRATION,4,433,20,0.1744937122618084
TRANSITION METAL ION TRANSPORT,4,433,20,0.1744937122618084
REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,4,433,20,0.1744937122618084
CARDIAC MUSCLE CELL CONTRACTION,4,433,20,0.1744937122618084
NEGATIVE REGULATION OF PROTEIN SERINE THREONINE KINASE ACTIVITY,4,433,20,0.1744937122618084
POSITIVE REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,9,433,57,0.1751776872450363
VESICLE MEDIATED TRANSPORT,34,433,261,0.1767300981342622
NEUTROPHIL APOPTOTIC PROCESS,2,433,7,0.17747697844536475
REGULATION OF SECONDARY METABOLIC PROCESS,2,433,7,0.17747697844536475
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL,2,433,7,0.17747697844536475
CELLULAR RESPONSE TO VITAMIN D,2,433,7,0.17747697844536475
PROTEIN LOCALIZATION TO CHROMATIN,2,433,7,0.17747697844536475
INTERLEUKIN 6 MEDIATED SIGNALING PATHWAY,2,433,7,0.17747697844536475
PRIMARY ALCOHOL BIOSYNTHETIC PROCESS,2,433,7,0.17747697844536475
POSITIVE REGULATION OF NEUROINFLAMMATORY RESPONSE,2,433,7,0.17747697844536475
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL APOPTOTIC PROCESS,2,433,7,0.17747697844536475
REGULATION OF T HELPER 17 TYPE IMMUNE RESPONSE,2,433,7,0.17747697844536475
BILE ACID BIOSYNTHETIC PROCESS,2,433,7,0.17747697844536475
POSITIVE REGULATION OF CHEMOKINE C X C MOTIF LIGAND 2 PRODUCTION,2,433,7,0.17747697844536475
CYTOSOLIC TRANSPORT,2,433,7,0.17747697844536475
BUNDLE OF HIS CELL TO PURKINJE MYOCYTE COMMUNICATION,2,433,7,0.17747697844536475
REGULATION OF ADENYLATE CYCLASE ACTIVITY,2,433,7,0.17747697844536475
STRIATUM DEVELOPMENT,2,433,7,0.17747697844536475
SLEEP,2,433,7,0.17747697844536475
RESPONSE TO SALT STRESS,2,433,7,0.17747697844536475
T HELPER 1 CELL CYTOKINE PRODUCTION,2,433,7,0.17747697844536475
NEGATIVE REGULATION OF MUSCLE ADAPTATION,2,433,7,0.17747697844536475
REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY SARCOPLASMIC RETICULUM,2,433,7,0.17747697844536475
FATTY ACID CATABOLIC PROCESS,2,433,7,0.17747697844536475
TERTIARY ALCOHOL METABOLIC PROCESS,2,433,7,0.17747697844536475
MODIFIED AMINO ACID BIOSYNTHETIC PROCESS,2,433,7,0.17747697844536475
CIRCADIAN SLEEP WAKE CYCLE PROCESS,2,433,7,0.17747697844536475
MEMBRANE LIPID CATABOLIC PROCESS,2,433,7,0.17747697844536475
INTRACELLULAR POTASSIUM ION HOMEOSTASIS,2,433,7,0.17747697844536475
AUTOPHAGOSOME ORGANIZATION,2,433,7,0.17747697844536475
NEGATIVE REGULATION OF HORMONE METABOLIC PROCESS,2,433,7,0.17747697844536475
NEGATIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION,2,433,7,0.17747697844536475
INTRACELLULAR PHOSPHATE ION HOMEOSTASIS,2,433,7,0.17747697844536475
NEGATIVE REGULATION OF HORMONE BIOSYNTHETIC PROCESS,2,433,7,0.17747697844536475
POSITIVE REGULATION OF ACUTE INFLAMMATORY RESPONSE,2,433,7,0.17747697844536475
CELLULAR RESPONSE TO STARVATION,7,433,42,0.17813040840183508
INTRACELLULAR RECEPTOR SIGNALING PATHWAY,18,433,129,0.18034698793845744
POSITIVE REGULATION OF CELL ADHESION,25,433,187,0.18420368908995668
RESPONSE TO STARVATION,8,433,50,0.18434919699460559
RESPONSE TO ABIOTIC STIMULUS,40,433,313,0.18481468409692667
CELLULAR RESPONSE TO HYPOXIA,6,433,35,0.18589900265779322
REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,6,433,35,0.18589900265779322
LEUKOCYTE CELL CELL ADHESION,20,433,146,0.18606061181718847
POSITIVE REGULATION OF SIGNAL TRANSDUCTION,46,433,365,0.19017028212261733
REACTIVE OXYGEN SPECIES METABOLIC PROCESS,10,433,66,0.19106360081986126
REGULATION OF CALCIUM ION TRANSPORT,11,433,74,0.1926147995961292
KERATINOCYTE DIFFERENTIATION,11,433,74,0.1926147995961292
ACTIN POLYMERIZATION OR DEPOLYMERIZATION,5,433,28,0.19293622134869795
REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL,5,433,28,0.19293622134869795
POSITIVE REGULATION OF NF KAPPAB TRANSCRIPTION FACTOR ACTIVITY,5,433,28,0.19293622134869795
STEROL TRANSPORT,5,433,28,0.19293622134869795
REACTIVE NITROGEN SPECIES METABOLIC PROCESS,5,433,28,0.19293622134869795
NEGATIVE REGULATION OF TRANSMEMBRANE TRANSPORT,5,433,28,0.19293622134869795
RESPONSE TO CARBOHYDRATE,13,433,90,0.19353947541048308
DIGESTION,7,433,43,0.19390908145827612
REGULATION OF WOUND HEALING,7,433,43,0.19390908145827612
CARDIAC MUSCLE CELL ACTION POTENTIAL,3,433,14,0.1972755548375448
LYTIC VACUOLE ORGANIZATION,3,433,14,0.1972755548375448
NEGATIVE REGULATION OF ENDOCYTOSIS,3,433,14,0.1972755548375448
NEGATIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,3,433,14,0.1972755548375448
INTERFERON MEDIATED SIGNALING PATHWAY,3,433,14,0.1972755548375448
IRON ION TRANSPORT,3,433,14,0.1972755548375448
CELLULAR RESPONSE TO FATTY ACID,3,433,14,0.1972755548375448
KETONE BIOSYNTHETIC PROCESS,3,433,14,0.1972755548375448
POSITIVE REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,3,433,14,0.1972755548375448
POSITIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS,3,433,14,0.1972755548375448
POSITIVE REGULATION OF NON CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,3,433,14,0.1972755548375448
PROTEIN HOMOTETRAMERIZATION,3,433,14,0.1972755548375448
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY,3,433,14,0.1972755548375448
CELL VOLUME HOMEOSTASIS,3,433,14,0.1972755548375448
TYPE B PANCREATIC CELL PROLIFERATION,3,433,14,0.1972755548375448
REGULATION OF CALCIUM ION IMPORT,3,433,14,0.1972755548375448
EXPORT ACROSS PLASMA MEMBRANE,4,433,21,0.19792702541170715
SYMBIONT ENTRY INTO HOST,4,433,21,0.19792702541170715
FOCAL ADHESION ASSEMBLY,4,433,21,0.19792702541170715
REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY,4,433,21,0.19792702541170715
C21 STEROID HORMONE METABOLIC PROCESS,4,433,21,0.19792702541170715
NEGATIVE REGULATION OF T CELL PROLIFERATION,4,433,21,0.19792702541170715
ANIMAL ORGAN REGENERATION,4,433,21,0.19792702541170715
VACUOLE ORGANIZATION,4,433,21,0.19792702541170715
NEGATIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,4,433,21,0.19792702541170715
PROSTATE GLAND MORPHOGENESIS,4,433,21,0.19792702541170715
RESPONSE TO PURINE CONTAINING COMPOUND,8,433,51,0.19899102376937294
GRANULOCYTE CHEMOTAXIS,8,433,51,0.19899102376937294
MULTICELLULAR ORGANISMAL LEVEL HOMEOSTASIS,38,433,299,0.2024226947454495
LEUKOCYTE DEGRANULATION,6,433,36,0.20372153630162523
REGULATION OF BONE MINERALIZATION,6,433,36,0.20372153630162523
VASOCONSTRICTION,6,433,36,0.20372153630162523
MYELOID LEUKOCYTE ACTIVATION,14,433,99,0.2037894865616778
LYMPHOCYTE MEDIATED IMMUNITY,13,433,91,0.20457148074551784
NEGATIVE REGULATION OF CELL ADHESION,13,433,91,0.20457148074551784
REGULATION OF LEUKOCYTE PROLIFERATION,13,433,91,0.20457148074551784
ERK1 AND ERK2 CASCADE,13,433,91,0.20457148074551784
REGULATION OF T CELL ACTIVATION,17,433,124,0.2093945126314998
NEGATIVE REGULATION OF MACROPHAGE APOPTOTIC PROCESS,1,433,2,0.20969928815096728
REGULATION OF GERM CELL PROLIFERATION,1,433,2,0.20969928815096728
POSITIVE REGULATION OF APOPTOTIC CELL CLEARANCE,1,433,2,0.20969928815096728
REGULATION OF T CELL COSTIMULATION,1,433,2,0.20969928815096728
CALCIUM ION EXPORT ACROSS PLASMA MEMBRANE,1,433,2,0.20969928815096728
REGULATION OF RHO DEPENDENT PROTEIN SERINE THREONINE KINASE ACTIVITY,1,433,2,0.20969928815096728
CALCIUM ION IMPORT INTO SARCOPLASMIC RETICULUM,1,433,2,0.20969928815096728
BARBED END ACTIN FILAMENT CAPPING,1,433,2,0.20969928815096728
DETECTION OF LIPOPOLYSACCHARIDE,1,433,2,0.20969928815096728
NEGATIVE REGULATION OF CD8 POSITIVE ALPHA BETA T CELL ACTIVATION,1,433,2,0.20969928815096728
POSITIVE REGULATION OF T HELPER 17 TYPE IMMUNE RESPONSE,1,433,2,0.20969928815096728
DETECTION OF MOLECULE OF BACTERIAL ORIGIN,1,433,2,0.20969928815096728
GLUTAMINE METABOLIC PROCESS,1,433,2,0.20969928815096728
ASPARTATE METABOLIC PROCESS,1,433,2,0.20969928815096728
ARGININE CATABOLIC PROCESS,1,433,2,0.20969928815096728
REGULATION OF INTRACELLULAR LIPID TRANSPORT,1,433,2,0.20969928815096728
MHC CLASS I BIOSYNTHETIC PROCESS,1,433,2,0.20969928815096728
CYCLOOXYGENASE PATHWAY,1,433,2,0.20969928815096728
POSITIVE REGULATION OF MHC CLASS I BIOSYNTHETIC PROCESS,1,433,2,0.20969928815096728
NEGATIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION,1,433,2,0.20969928815096728
