pathway,overlap,gene_set_size,pathway_size,p_value
MONOATOMIC ANION TRANSMEMBRANE TRANSPORT,9,433,42,0.037406761122423714
REGULATION OF CELL CELL ADHESION,27,433,172,0.03743877661660671
CELL KILLING,14,433,76,0.03749780266888054
AMIDE TRANSPORT,20,433,120,0.039443760204343425
CARBOHYDRATE METABOLIC PROCESS,17,433,98,0.0394600852218947
POSITIVE REGULATION OF LIPID METABOLIC PROCESS,10,433,49,0.03949736633157486
STEROID HORMONE RECEPTOR SIGNALING PATHWAY,10,433,49,0.03949736633157486
MONOATOMIC ION TRANSMEMBRANE TRANSPORT,35,433,235,0.03955488542148014
REGULATION OF TRANSPORT,57,433,412,0.039801960488547436
BONE REMODELING,8,433,36,0.039882752173651045
REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORT,16,433,91,0.04026729528942628
RESPONSE TO TOXIC SUBSTANCE,12,433,63,0.04139528697238686
REGULATION OF TOR SIGNALING,5,433,18,0.041522021221270244
POSITIVE REGULATION OF VASOCONSTRICTION,5,433,18,0.041522021221270244
INTERLEUKIN 4 PRODUCTION,5,433,18,0.041522021221270244
CELLULAR RESPONSE TO ALCOHOL,7,433,30,0.041857357562824424
SPHINGOLIPID METABOLIC PROCESS,7,433,30,0.041857357562824424
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT,6,433,24,0.042766566431493104
PRIMARY ALCOHOL METABOLIC PROCESS,6,433,24,0.042766566431493104
ENDOTHELIAL CELL APOPTOTIC PROCESS,6,433,24,0.042766566431493104
RESPONSE TO NUTRIENT LEVELS,23,433,144,0.04404120065646628
MONOSACCHARIDE METABOLIC PROCESS,10,433,50,0.04468991284313401
REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION,11,433,57,0.04568110533496952
ORGANIC ACID BIOSYNTHETIC PROCESS,11,433,57,0.04568110533496952
ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,11,433,57,0.04568110533496952
PROTEIN LOCALIZATION TO EXTRACELLULAR REGION,20,433,122,0.04588833412117624
RESPONSE TO FOOD,4,433,13,0.047414106564993556
FOAM CELL DIFFERENTIATION,4,433,13,0.047414106564993556
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY RENIN ANGIOTENSIN,4,433,13,0.047414106564993556
ACYLGLYCEROL HOMEOSTASIS,4,433,13,0.047414106564993556
LIPOPROTEIN METABOLIC PROCESS,4,433,13,0.047414106564993556
RESPONSE TO AMINE,4,433,13,0.047414106564993556
GLUCOSE METABOLIC PROCESS,9,433,44,0.048821360702123624
REGULATION OF BLOOD CIRCULATION,15,433,86,0.04903245733770908
MONOATOMIC CATION TRANSPORT,36,433,247,0.04907143705130161
POSITIVE REGULATION OF COLD INDUCED THERMOGENESIS,7,433,31,0.04911129421496129
POSITIVE REGULATION OF TRANSPORT,37,433,255,0.04917896697341226
HIGH DENSITY LIPOPROTEIN PARTICLE REMODELING,3,433,8,0.04968674894854413
NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,3,433,8,0.04968674894854413
POSITIVE REGULATION OF TRIGLYCERIDE METABOLIC PROCESS,3,433,8,0.04968674894854413
REGULATION OF TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,3,433,8,0.04968674894854413
RETINOIC ACID METABOLIC PROCESS,3,433,8,0.04968674894854413
RESPONSE TO AMPHETAMINE,3,433,8,0.04968674894854413
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,3,433,8,0.04968674894854413
VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL,3,433,8,0.04968674894854413
REGULATION OF PROTEOLYSIS,14,433,79,0.049974274869298556
ORGANOPHOSPHATE BIOSYNTHETIC PROCESS,11,433,58,0.0509964582671485
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS,11,433,58,0.0509964582671485
AMIDE BIOSYNTHETIC PROCESS,6,433,25,0.05120707572550564
LIPID OXIDATION,5,433,19,0.051396564980461475
ALPHA BETA T CELL PROLIFERATION,5,433,19,0.051396564980461475
TERPENOID METABOLIC PROCESS,5,433,19,0.051396564980461475
POSITIVE REGULATION OF GTPASE ACTIVITY,5,433,19,0.051396564980461475
PROTON TRANSMEMBRANE TRANSPORT,5,433,19,0.051396564980461475
BROWN FAT CELL DIFFERENTIATION,5,433,19,0.051396564980461475
PEPTIDE TRANSPORT,18,433,109,0.05301125804233722
BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,8,433,38,0.053039205479655405
CELLULAR RESPONSE TO METAL ION,14,433,80,0.05470701275042654
MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS,9,433,45,0.05530755941143417
SKELETAL MUSCLE CELL DIFFERENTIATION,10,433,52,0.05641940477665116
CELLULAR RESPONSE TO HORMONE STIMULUS,32,433,218,0.05647817490718871
SENSORY PERCEPTION OF LIGHT STIMULUS,11,433,59,0.056713897431956116
BONE MINERALIZATION,11,433,59,0.056713897431956116
HORMONE METABOLIC PROCESS,15,433,88,0.05820505310657023
POSITIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS,8,433,39,0.060549868945569865
REGULATION OF NUCLEOTIDE METABOLIC PROCESS,6,433,26,0.06059540020791317
TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,4,433,14,0.06075279630811889
CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS,4,433,14,0.06075279630811889
NEUTRAL LIPID BIOSYNTHETIC PROCESS,4,433,14,0.06075279630811889
NEGATIVE REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS,4,433,14,0.06075279630811889
REGULATION OF INTERLEUKIN 4 PRODUCTION,4,433,14,0.06075279630811889
REGULATION OF MACROPHAGE MIGRATION,4,433,14,0.06075279630811889
ZYMOGEN ACTIVATION,4,433,14,0.06075279630811889
CIRCADIAN RHYTHM,13,433,74,0.06108326383898018
HUMORAL IMMUNE RESPONSE,13,433,74,0.06108326383898018
POSITIVE REGULATION OF CELL SUBSTRATE ADHESION,9,433,46,0.062328758586226135
RESPONSE TO CHROMATE,2,433,4,0.0633473237342118
POSITIVE REGULATION OF OSTEOBLAST PROLIFERATION,2,433,4,0.0633473237342118
PERIPHERAL NERVOUS SYSTEM AXON REGENERATION,2,433,4,0.0633473237342118
POSITIVE REGULATION OF TRIGLYCERIDE LIPASE ACTIVITY,2,433,4,0.0633473237342118
RIBONUCLEOSIDE METABOLIC PROCESS,2,433,4,0.0633473237342118
PURINE RIBONUCLEOSIDE METABOLIC PROCESS,2,433,4,0.0633473237342118
POSITIVE REGULATION OF THE FORCE OF HEART CONTRACTION,2,433,4,0.0633473237342118
RESPONSE TO METHANOL,2,433,4,0.0633473237342118
REGULATION OF NATURAL KILLER CELL PROLIFERATION,2,433,4,0.0633473237342118
CALCITONIN FAMILY RECEPTOR SIGNALING PATHWAY,2,433,4,0.0633473237342118
NEGATIVE REGULATION OF MACROAUTOPHAGY,2,433,4,0.0633473237342118
LATERAL VENTRICLE DEVELOPMENT,2,433,4,0.0633473237342118
DETECTION OF CALCIUM ION,2,433,4,0.0633473237342118
REGULATION OF VACUOLE ORGANIZATION,2,433,4,0.0633473237342118
SULFATION,2,433,4,0.0633473237342118
REGULATION OF PROTON TRANSPORT,2,433,4,0.0633473237342118
PROLINE TRANSPORT,2,433,4,0.0633473237342118
ADENOSINE METABOLIC PROCESS,2,433,4,0.0633473237342118
NEGATIVE REGULATION OF ORGANELLE ASSEMBLY,2,433,4,0.0633473237342118
ANGIOTENSIN MATURATION,2,433,4,0.0633473237342118
CELLULAR RESPONSE TO MANGANESE ION,2,433,4,0.0633473237342118
REGULATION OF OXIDATIVE PHOSPHORYLATION,2,433,4,0.0633473237342118
REGULATION OF AEROBIC RESPIRATION,2,433,4,0.0633473237342118
POSITIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT,2,433,4,0.0633473237342118
OLIGOSACCHARIDE CATABOLIC PROCESS,2,433,4,0.0633473237342118
NEGATIVE REGULATION OF TOR SIGNALING,2,433,4,0.0633473237342118
URATE METABOLIC PROCESS,2,433,4,0.0633473237342118
CERAMIDE CATABOLIC PROCESS,2,433,4,0.0633473237342118
PEPTIDYL CYSTEINE MODIFICATION,2,433,4,0.0633473237342118
REGULATION OF AUTOPHAGOSOME ASSEMBLY,2,433,4,0.0633473237342118
PARTURITION,2,433,4,0.0633473237342118
AROMATIC AMINO ACID TRANSPORT,2,433,4,0.0633473237342118
REGULATION OF SKELETAL MUSCLE CONTRACTION,2,433,4,0.0633473237342118
CELL SUBSTRATE ADHESION,19,433,119,0.06353047280180397
MONOATOMIC CATION TRANSMEMBRANE TRANSPORT,29,433,197,0.0652266395034945
REGULATION OF CELLULAR LOCALIZATION,29,433,197,0.0652266395034945
GLYCEROPHOSPHOLIPID METABOLIC PROCESS,7,433,33,0.06588327435098289
POSITIVE REGULATION OF CELL KILLING,7,433,33,0.06588327435098289
T CELL PROLIFERATION,13,433,75,0.06678586586355059
OLIGOSACCHARIDE METABOLIC PROCESS,3,433,9,0.06855055198412241
NEGATIVE REGULATION OF LIPID CATABOLIC PROCESS,3,433,9,0.06855055198412241
PROTEIN ACETYLATION,3,433,9,0.06855055198412241
MODIFIED AMINO ACID TRANSPORT,3,433,9,0.06855055198412241
POSITIVE REGULATION OF CELL SUBSTRATE JUNCTION ORGANIZATION,3,433,9,0.06855055198412241
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT,3,433,9,0.06855055198412241
REGULATION OF ACTIN FILAMENT ORGANIZATION,8,433,40,0.06869616509200939
ADENYLATE CYCLASE ACTIVATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,8,433,40,0.06869616509200939
PROTEIN POLYMERIZATION,8,433,40,0.06869616509200939
NEGATIVE REGULATION OF CELL CELL ADHESION,11,433,61,0.06938779590266092
ORGANIC ACID TRANSPORT,14,433,83,0.07071967197230722
POSITIVE REGULATION OF PHAGOCYTOSIS,6,433,27,0.07093818992464278
POSITIVE REGULATION OF EXOCYTOSIS,6,433,27,0.07093818992464278
GLYCEROLIPID BIOSYNTHETIC PROCESS,6,433,27,0.07093818992464278
VASODILATION,6,433,27,0.07093818992464278
REGULATION OF PEPTIDASE ACTIVITY,6,433,27,0.07093818992464278
REGULATION OF IMMUNE SYSTEM PROCESS,65,433,494,0.07136970005480887
REGULATION OF MONOATOMIC ION TRANSPORT,20,433,129,0.07439340747341334
REGENERATION,12,433,69,0.07474335700459869
MACROPHAGE MIGRATION,5,433,21,0.07490213137473882
TOR SIGNALING,5,433,21,0.07490213137473882
REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS,5,433,21,0.07490213137473882
ORGANIC ACID CATABOLIC PROCESS,5,433,21,0.07490213137473882
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE,7,433,34,0.07541863494451187
REGULATION OF OSTEOCLAST DIFFERENTIATION,7,433,34,0.07541863494451187
SKELETAL MUSCLE TISSUE REGENERATION,4,433,15,0.07585564842225656
MACROPHAGE CHEMOTAXIS,4,433,15,0.07585564842225656
NEGATIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS,4,433,15,0.07585564842225656
MONOSACCHARIDE BIOSYNTHETIC PROCESS,4,433,15,0.07585564842225656
NEGATIVE REGULATION OF AUTOPHAGY,4,433,15,0.07585564842225656
REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY,4,433,15,0.07585564842225656
RESPONSE TO DIETARY EXCESS,4,433,15,0.07585564842225656
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,4,433,15,0.07585564842225656
REGULATION OF T CELL PROLIFERATION,11,433,62,0.0763566723042323
NEGATIVE REGULATION OF ORGANELLE ORGANIZATION,8,433,41,0.07748354897251328
CARBOHYDRATE CATABOLIC PROCESS,8,433,41,0.07748354897251328
RIBONUCLEOTIDE CATABOLIC PROCESS,8,433,41,0.07748354897251328
REGULATION OF FAT CELL DIFFERENTIATION,10,433,55,0.07751852217466969
REGULATION OF CYTOSKELETON ORGANIZATION,13,433,77,0.0792181382223556
SODIUM ION TRANSPORT,12,433,70,0.08160814484034935
PLATELET AGGREGATION,6,433,28,0.08223251920781618
ADIPOSE TISSUE DEVELOPMENT,6,433,28,0.08223251920781618
REGULATION OF VASOCONSTRICTION,6,433,28,0.08223251920781618
REGULATION OF CALCIUM MEDIATED SIGNALING,6,433,28,0.08223251920781618
KILLING OF CELLS OF ANOTHER ORGANISM,6,433,28,0.08223251920781618
RESPONSE TO ALKALOID,6,433,28,0.08223251920781618
CELLULAR RESPONSE TO NUTRIENT LEVELS,11,433,63,0.08375234997058421
CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS,17,433,108,0.08491446090507249
REGULATION OF CATABOLIC PROCESS,21,433,139,0.08549602464683984
REGULATION OF CARBOHYDRATE METABOLIC PROCESS,10,433,56,0.08550998773515633
NEGATIVE REGULATION OF CATABOLIC PROCESS,10,433,56,0.08550998773515633
REGULATION OF CELL MATRIX ADHESION,7,433,35,0.08572174899822026
ENDOCRINE PROCESS,7,433,35,0.08572174899822026
NATURAL KILLER CELL MEDIATED IMMUNITY,7,433,35,0.08572174899822026
ALPHA BETA T CELL ACTIVATION,13,433,78,0.0859550643807609
REGULATION OF KETONE METABOLIC PROCESS,8,433,42,0.08691338140782848
POSITIVE REGULATION OF PROGRAMMED CELL DEATH,25,433,171,0.08811033416057489
MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,5,433,22,0.08850462610202216
REGULATION OF CARDIAC MUSCLE CONTRACTION,5,433,22,0.08850462610202216
NEGATIVE REGULATION OF COAGULATION,5,433,22,0.08850462610202216
CARDIAC CONDUCTION,5,433,22,0.08850462610202216
POSITIVE REGULATION OF CALCIUM MEDIATED SIGNALING,5,433,22,0.08850462610202216
REGULATION OF GLYCOLYTIC PROCESS,5,433,22,0.08850462610202216
ORGANIC HYDROXY COMPOUND TRANSPORT,14,433,86,0.08955155580914859
NEGATIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,3,433,10,0.09012441687116353
FIBRINOLYSIS,3,433,10,0.09012441687116353
CELLULAR RESPONSE TO PEPTIDE,3,433,10,0.09012441687116353
POSITIVE REGULATION OF INTERLEUKIN 4 PRODUCTION,3,433,10,0.09012441687116353
ALDEHYDE BIOSYNTHETIC PROCESS,3,433,10,0.09012441687116353
REGULATION OF MACROPHAGE CHEMOTAXIS,3,433,10,0.09012441687116353
MULTICELLULAR ORGANISMAL LEVEL WATER HOMEOSTASIS,3,433,10,0.09012441687116353
CELLULAR RESPONSE TO LITHIUM ION,3,433,10,0.09012441687116353
NEGATIVE REGULATION OF MAP KINASE ACTIVITY,3,433,10,0.09012441687116353
POSITIVE REGULATION OF ALPHA BETA T CELL PROLIFERATION,3,433,10,0.09012441687116353
NEGATIVE REGULATION OF POTASSIUM ION TRANSPORT,3,433,10,0.09012441687116353
NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS,3,433,10,0.09012441687116353
POSITIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS,3,433,10,0.09012441687116353
CELLULAR RESPONSE TO ALKALOID,3,433,10,0.09012441687116353
AMINO SUGAR METABOLIC PROCESS,3,433,10,0.09012441687116353
INTESTINAL ABSORPTION,3,433,10,0.09012441687116353
L GLUTAMATE TRANSMEMBRANE TRANSPORT,3,433,10,0.09012441687116353
PROTEIN ACYLATION,3,433,10,0.09012441687116353
POSITIVE REGULATION OF PROTEIN POLYMERIZATION,3,433,10,0.09012441687116353
CELL CELL ADHESION,45,433,334,0.09033527531543926
POSITIVE REGULATION OF PROTEIN SECRETION,11,433,64,0.09157683107424605
NUCLEOBASE CONTAINING SMALL MOLECULE METABOLIC PROCESS,15,433,94,0.09252134199448475
POSITIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,4,433,16,0.09265008992977519
CELLULAR RESPONSE TO CAMP,4,433,16,0.09265008992977519
REGULATION OF THE FORCE OF HEART CONTRACTION,4,433,16,0.09265008992977519
RESPONSE TO NICOTINE,4,433,16,0.09265008992977519
RESPONSE TO ZINC ION,4,433,16,0.09265008992977519
T HELPER 17 TYPE IMMUNE RESPONSE,4,433,16,0.09265008992977519
REGULATION OF T CELL APOPTOTIC PROCESS,4,433,16,0.09265008992977519
KETONE METABOLIC PROCESS,10,433,57,0.09398421803306847
DISRUPTION OF ANATOMICAL STRUCTURE IN ANOTHER ORGANISM,6,433,29,0.09446623583996111
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,6,433,29,0.09446623583996111
REGULATION OF SYNAPTIC TRANSMISSION GLUTAMATERGIC,6,433,29,0.09446623583996111
PHOSPHOLIPID METABOLIC PROCESS,9,433,50,0.09588655757859431
MYELOID LEUKOCYTE MIGRATION,14,433,87,0.09646887934359669
POSITIVE REGULATION OF CATALYTIC ACTIVITY,17,433,110,0.0969610047807837
RHYTHMIC PROCESS,17,433,110,0.0969610047807837
NEGATIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,8,433,43,0.09698294696871132
REGULATION OF IRON ION TRANSPORT,2,433,5,0.09795138643250534
REGULATION OF CARDIAC CONDUCTION,2,433,5,0.09795138643250534
NEGATIVE REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION,2,433,5,0.09795138643250534
POSITIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS,2,433,5,0.09795138643250534
POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION,2,433,5,0.09795138643250534
REGULATION OF CARDIAC MUSCLE CONTRACTION BY REGULATION OF THE RELEASE OF SEQUESTERED CALCIUM ION,2,433,5,0.09795138643250534
CELLULAR RESPONSE TO THYROID HORMONE STIMULUS,2,433,5,0.09795138643250534
COMPLEMENT ACTIVATION LECTIN PATHWAY,2,433,5,0.09795138643250534
L GLUTAMATE IMPORT ACROSS PLASMA MEMBRANE,2,433,5,0.09795138643250534
CELLULAR RESPONSE TO CAFFEINE,2,433,5,0.09795138643250534
CELLULAR RESPONSE TO COLD,2,433,5,0.09795138643250534
PROTEIN IMPORT,2,433,5,0.09795138643250534
UREA TRANSMEMBRANE TRANSPORT,2,433,5,0.09795138643250534
STEROID CATABOLIC PROCESS,2,433,5,0.09795138643250534
INTRACELLULAR MONOATOMIC ANION HOMEOSTASIS,2,433,5,0.09795138643250534
NEGATIVE REGULATION OF MACROPHAGE ACTIVATION,2,433,5,0.09795138643250534
REGULATION OF SEROTONIN UPTAKE,2,433,5,0.09795138643250534
IODIDE TRANSPORT,2,433,5,0.09795138643250534
RESPONSE TO MANGANESE ION,2,433,5,0.09795138643250534
REGULATION OF INTESTINAL ABSORPTION,2,433,5,0.09795138643250534
CELLULAR RESPONSE TO ELECTRICAL STIMULUS,2,433,5,0.09795138643250534
ADENYLATE CYCLASE INHIBITING G PROTEIN COUPLED GLUTAMATE RECEPTOR SIGNALING PATHWAY,2,433,5,0.09795138643250534
CELLULAR RESPONSE TO MINERALOCORTICOID STIMULUS,2,433,5,0.09795138643250534
REGULATION OF NEUTROPHIL APOPTOTIC PROCESS,2,433,5,0.09795138643250534
CELLULAR RESPONSE TO PURINE CONTAINING COMPOUND,2,433,5,0.09795138643250534
POSITIVE REGULATION OF ADIPOSE TISSUE DEVELOPMENT,2,433,5,0.09795138643250534
CELLULAR RESPONSE TO EPINEPHRINE STIMULUS,2,433,5,0.09795138643250534
DIET INDUCED THERMOGENESIS,2,433,5,0.09795138643250534
NEGATIVE REGULATION OF CARDIAC MUSCLE ADAPTATION,2,433,5,0.09795138643250534
CORTISOL BIOSYNTHETIC PROCESS,2,433,5,0.09795138643250534
POSITIVE REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST,2,433,5,0.09795138643250534
RESPONSE TO EPINEPHRINE,2,433,5,0.09795138643250534
REGULATION OF CD8 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,2,433,5,0.09795138643250534
NEGATIVE REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE,2,433,5,0.09795138643250534
REGULATION OF MITOCHONDRIAL FISSION,2,433,5,0.09795138643250534
GRANZYME MEDIATED PROGRAMMED CELL DEATH SIGNALING PATHWAY,2,433,5,0.09795138643250534
REGULATION OF ENDOTHELIAL TUBE MORPHOGENESIS,2,433,5,0.09795138643250534
PHOSPHOLIPID EFFLUX,2,433,5,0.09795138643250534
MAMMARY GLAND BRANCHING INVOLVED IN PREGNANCY,2,433,5,0.09795138643250534
GLOMERULAR BASEMENT MEMBRANE DEVELOPMENT,2,433,5,0.09795138643250534
BEHAVIORAL RESPONSE TO COCAINE,2,433,5,0.09795138643250534
REGULATION OF VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL,2,433,5,0.09795138643250534
LEUKOCYTE PROLIFERATION,18,433,118,0.09857801747788628
REGULATION OF HEART CONTRACTION,11,433,65,0.09983037884022998
REGULATION OF HORMONE SECRETION,16,433,103,0.10153959256959348
REGULATION OF ANATOMICAL STRUCTURE SIZE,21,433,142,0.10165080739058688
REGULATION OF LIPID BIOSYNTHETIC PROCESS,10,433,58,0.1029400013176353
NEURON PROJECTION REGENERATION,5,433,23,0.10329550297012689
HORMONE MEDIATED SIGNALING PATHWAY,14,433,88,0.10370798160465587
REGULATION OF COAGULATION,6,433,30,0.10761845540924535
REGULATION OF GTPASE ACTIVITY,6,433,30,0.10761845540924535
LIPID MODIFICATION,6,433,30,0.10761845540924535
PYRIDINE CONTAINING COMPOUND METABOLIC PROCESS,8,433,44,0.10768552169461977
NUCLEOSIDE PHOSPHATE CATABOLIC PROCESS,8,433,44,0.10768552169461977
CARDIAC MUSCLE CONTRACTION,8,433,44,0.10768552169461977
ANTIMICROBIAL HUMORAL RESPONSE,8,433,44,0.10768552169461977
NUCLEOTIDE CATABOLIC PROCESS,8,433,44,0.10768552169461977
REGULATION OF STEROID METABOLIC PROCESS,8,433,44,0.10768552169461977
REGULATION OF PHAGOCYTOSIS,7,433,37,0.10860039166903383
REGULATION OF RESPONSE TO CYTOKINE STIMULUS,7,433,37,0.10860039166903383
CARBOHYDRATE TRANSPORT,7,433,37,0.10860039166903383
NEGATIVE REGULATION OF IRON ION TRANSMEMBRANE TRANSPORT,1,433,1,0.11099718021020251
REGULATION OF NK T CELL ACTIVATION,1,433,1,0.11099718021020251
REGULATION OF NK T CELL PROLIFERATION,1,433,1,0.11099718021020251
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY,1,433,1,0.11099718021020251
REGULATION OF RETROGRADE TRANSPORT ENDOSOME TO GOLGI,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF LOW DENSITY LIPOPROTEIN RECEPTOR ACTIVITY,1,433,1,0.11099718021020251
BEHAVIORAL RESPONSE TO NICOTINE,1,433,1,0.11099718021020251
NUCLEOBASE TRANSPORT,1,433,1,0.11099718021020251
REGULATION OF SREBP SIGNALING PATHWAY,1,433,1,0.11099718021020251
ORNITHINE TRANSPORT,1,433,1,0.11099718021020251
MALONYL COA METABOLIC PROCESS,1,433,1,0.11099718021020251
PYRIMIDINE NUCLEOBASE TRANSPORT,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF PEPTIDYL LYSINE ACETYLATION,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF RECEPTOR MEDIATED ENDOCYTOSIS,1,433,1,0.11099718021020251
POSITIVE REGULATION OF DOPAMINE RECEPTOR SIGNALING PATHWAY,1,433,1,0.11099718021020251
ACTIN FILAMENT SEVERING,1,433,1,0.11099718021020251
GLYCERALDEHYDE 3 PHOSPHATE METABOLIC PROCESS,1,433,1,0.11099718021020251
NEGATIVE REGULATION BY HOST OF VIRAL PROCESS,1,433,1,0.11099718021020251
SYMBIONT MEDIATED PERTURBATION OF HOST PROCESS,1,433,1,0.11099718021020251
L ARGININE IMPORT ACROSS PLASMA MEMBRANE,1,433,1,0.11099718021020251
ADAPTIVE IMMUNE MEMORY RESPONSE,1,433,1,0.11099718021020251
DISACCHARIDE METABOLIC PROCESS,1,433,1,0.11099718021020251
UDP N ACETYLGLUCOSAMINE METABOLIC PROCESS,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF PANCREATIC JUICE SECRETION,1,433,1,0.11099718021020251
POSITIVE REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF RESPONSE TO TYPE II INTERFERON,1,433,1,0.11099718021020251
POSITIVE REGULATION OF PYROPTOTIC INFLAMMATORY RESPONSE,1,433,1,0.11099718021020251
DE NOVO PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS,1,433,1,0.11099718021020251
SYMBIONT MEDIATED PERTURBATION OF HOST CELLULAR PROCESS,1,433,1,0.11099718021020251
PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS,1,433,1,0.11099718021020251
REGULATION OF TRANSLATION AT SYNAPSE MODULATING SYNAPTIC TRANSMISSION,1,433,1,0.11099718021020251
POSITIVE REGULATION OF MAPKKK CASCADE BY FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1,433,1,0.11099718021020251
L HISTIDINE TRANSMEMBRANE TRANSPORT,1,433,1,0.11099718021020251
AZOLE TRANSMEMBRANE TRANSPORT,1,433,1,0.11099718021020251
SHORT CHAIN FATTY ACID METABOLIC PROCESS,1,433,1,0.11099718021020251
POSITIVE REGULATION OF TRIGLYCERIDE STORAGE,1,433,1,0.11099718021020251
REGULATION OF ER TO GOLGI VESICLE MEDIATED TRANSPORT,1,433,1,0.11099718021020251
OLIGOPEPTIDE IMPORT ACROSS PLASMA MEMBRANE,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF GTPASE ACTIVITY,1,433,1,0.11099718021020251
LNCRNA TRANSCRIPTION,1,433,1,0.11099718021020251
OOCYTE CONSTRUCTION,1,433,1,0.11099718021020251
GLYCERALDEHYDE 3 PHOSPHATE BIOSYNTHETIC PROCESS,1,433,1,0.11099718021020251
ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMATIN,1,433,1,0.11099718021020251
POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III,1,433,1,0.11099718021020251
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM EXIT SITE,1,433,1,0.11099718021020251
HOMOCYSTEINE METABOLIC PROCESS,1,433,1,0.11099718021020251
L LYSINE TRANSPORT,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF ATPASE COUPLED CALCIUM TRANSMEMBRANE TRANSPORTER ACTIVITY,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF PROTEIN ACETYLATION,1,433,1,0.11099718021020251
POSITIVE REGULATION OF PROTEIN POLYUBIQUITINATION,1,433,1,0.11099718021020251
CYTOLYSIS IN ANOTHER ORGANISM,1,433,1,0.11099718021020251
REGULATION OF SYNAPTIC VESICLE TRANSPORT,1,433,1,0.11099718021020251
NEGATIVE REGULATION OF DELAYED RECTIFIER POTASSIUM CHANNEL ACTIVITY,1,433,1,0.11099718021020251
POSITIVE REGULATION OF PROTEIN K63 LINKED UBIQUITINATION,1,433,1,0.11099718021020251
REGULATION OF CALCIUM ION BINDING,1,433,1,0.11099718021020251
