pathway,overlap,gene_set_size,pathway_size,p_value
REGULATION OF TRANSFERASE ACTIVITY,6,252,94,0.5735822166437982
TISSUE HOMEOSTASIS,6,252,94,0.5735822166437982
GLIAL CELL DIFFERENTIATION,7,252,110,0.5736439352929998
REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION,8,252,126,0.5740737230970738
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,4,252,62,0.575619013390152
REGULATION OF T CELL PROLIFERATION,4,252,62,0.575619013390152
LEUKOCYTE HOMEOSTASIS,3,252,46,0.5790140812815141
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL,3,252,46,0.5790140812815141
MULTICELLULAR ORGANISMAL REPRODUCTIVE PROCESS,14,252,222,0.579856349758323
POSITIVE REGULATION OF MITOTIC NUCLEAR DIVISION,1,252,13,0.5808477061967657
NEGATIVE REGULATION OF CARTILAGE DEVELOPMENT,1,252,13,0.5808477061967657
POSITIVE REGULATION OF INTERLEUKIN 2 PRODUCTION,1,252,13,0.5808477061967657
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION,1,252,13,0.5808477061967657
LOCOMOTOR RHYTHM,1,252,13,0.5808477061967657
FLUID TRANSPORT,1,252,13,0.5808477061967657
TOLERANCE INDUCTION,1,252,13,0.5808477061967657
POSITIVE REGULATION OF HORMONE BIOSYNTHETIC PROCESS,1,252,13,0.5808477061967657
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN,1,252,13,0.5808477061967657
LONG CHAIN FATTY ACID TRANSPORT,1,252,13,0.5808477061967657
REGULATION OF FEEDING BEHAVIOR,1,252,13,0.5808477061967657
NEGATIVE REGULATION OF CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,1,252,13,0.5808477061967657
SUBPALLIUM DEVELOPMENT,1,252,13,0.5808477061967657
POSITIVE REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,1,252,13,0.5808477061967657
NEUROENDOCRINE CELL DIFFERENTIATION,1,252,13,0.5808477061967657
VIRAL TRANSCRIPTION,1,252,13,0.5808477061967657
POSITIVE REGULATION OF BONE RESORPTION,1,252,13,0.5808477061967657
NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,1,252,13,0.5808477061967657
P38MAPK CASCADE,1,252,13,0.5808477061967657
NEGATIVE REGULATION OF EXOCYTOSIS,1,252,13,0.5808477061967657
REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL,1,252,13,0.5808477061967657
MELANIN METABOLIC PROCESS,1,252,13,0.5808477061967657
CD8 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,1,252,13,0.5808477061967657
CEREBRAL CORTEX RADIALLY ORIENTED CELL MIGRATION,1,252,13,0.5808477061967657
STARTLE RESPONSE,1,252,13,0.5808477061967657
NEGATIVE REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION,1,252,13,0.5808477061967657
FAT SOLUBLE VITAMIN METABOLIC PROCESS,1,252,13,0.5808477061967657
MATURE B CELL DIFFERENTIATION,1,252,13,0.5808477061967657
INTERLEUKIN 10 PRODUCTION,1,252,13,0.5808477061967657
CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,1,252,13,0.5808477061967657
REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,1,252,13,0.5808477061967657
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN,1,252,13,0.5808477061967657
GLUCAN METABOLIC PROCESS,1,252,13,0.5808477061967657
REGULATION OF AMINO ACID TRANSPORT,1,252,13,0.5808477061967657
SULFUR COMPOUND TRANSPORT,1,252,13,0.5808477061967657
CELLULAR RESPIRATION,1,252,13,0.5808477061967657
GLOMERULAR EPITHELIUM DEVELOPMENT,1,252,13,0.5808477061967657
HYALURONAN METABOLIC PROCESS,1,252,13,0.5808477061967657
T HELPER 1 CELL DIFFERENTIATION,1,252,13,0.5808477061967657
RESPONSE TO DEXAMETHASONE,1,252,13,0.5808477061967657
EMBRYONIC HEMOPOIESIS,1,252,13,0.5808477061967657
POSITIVE REGULATION OF CELL CYCLE G1 S PHASE TRANSITION,1,252,13,0.5808477061967657
VENTRAL SPINAL CORD INTERNEURON DIFFERENTIATION,1,252,13,0.5808477061967657
EPIGENETIC PROGRAMMING OF GENE EXPRESSION,1,252,13,0.5808477061967657
HYDROGEN PEROXIDE CATABOLIC PROCESS,1,252,13,0.5808477061967657
T CELL CYTOKINE PRODUCTION,1,252,13,0.5808477061967657
NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION,1,252,13,0.5808477061967657
PHYSIOLOGICAL CARDIAC MUSCLE HYPERTROPHY,1,252,13,0.5808477061967657
SECRETORY GRANULE ORGANIZATION,1,252,13,0.5808477061967657
PROTEOLYSIS,15,252,238,0.5810446611428781
HORMONE TRANSPORT,8,252,127,0.5832787525901735
RESPONSE TO METAL ION,8,252,127,0.5832787525901735
REGULATION OF HYDROLASE ACTIVITY,5,252,79,0.5856801763835213
REGULATION OF PROTEOLYSIS,5,252,79,0.5856801763835213
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION,5,252,79,0.5856801763835213
PURINE NUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS,2,252,30,0.5866588611330007
EYE PHOTORECEPTOR CELL DIFFERENTIATION,2,252,30,0.5866588611330007
RESPONSE TO CHEMOKINE,2,252,30,0.5866588611330007
REGULATION OF INTRACELLULAR TRANSPORT,2,252,30,0.5866588611330007
SPHINGOLIPID METABOLIC PROCESS,2,252,30,0.5866588611330007
LUNG ALVEOLUS DEVELOPMENT,2,252,30,0.5866588611330007
ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS,2,252,30,0.5866588611330007
PYRUVATE METABOLIC PROCESS,2,252,30,0.5866588611330007
IMPORT INTO NUCLEUS,2,252,30,0.5866588611330007
REGULATION OF BEHAVIOR,2,252,30,0.5866588611330007
POSITIVE REGULATION OF GENE EXPRESSION,24,252,382,0.5923534686002452
REGULATION OF NERVOUS SYSTEM PROCESS,3,252,47,0.593877616386561
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE,3,252,47,0.593877616386561
REGULATION OF ORGAN GROWTH,3,252,47,0.593877616386561
CALCIUM ION TRANSMEMBRANE IMPORT INTO CYTOSOL,4,252,64,0.6012110893286178
REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION,2,252,31,0.6047822401849866
EXOCRINE SYSTEM DEVELOPMENT,2,252,31,0.6047822401849866
NEGATIVE REGULATION OF KINASE ACTIVITY,2,252,31,0.6047822401849866
POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,2,252,31,0.6047822401849866
REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,2,252,31,0.6047822401849866
REGULATION OF GENERATION OF PRECURSOR METABOLITES AND ENERGY,2,252,31,0.6047822401849866
REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION,1,252,14,0.6080149844988272
REGULATION OF T HELPER CELL DIFFERENTIATION,1,252,14,0.6080149844988272
NEUROPEPTIDE SIGNALING PATHWAY,1,252,14,0.6080149844988272
POTASSIUM ION HOMEOSTASIS,1,252,14,0.6080149844988272
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS,1,252,14,0.6080149844988272
POSITIVE REGULATION OF NON CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,1,252,14,0.6080149844988272
REGULATION OF PROTEIN IMPORT INTO NUCLEUS,1,252,14,0.6080149844988272
VENTRICULAR CARDIAC MUSCLE CELL DIFFERENTIATION,1,252,14,0.6080149844988272
EXTRACELLULAR MATRIX DISASSEMBLY,1,252,14,0.6080149844988272
LYMPHOCYTE CHEMOTAXIS,1,252,14,0.6080149844988272
GROWTH PLATE CARTILAGE DEVELOPMENT,1,252,14,0.6080149844988272
VIRAL GENE EXPRESSION,1,252,14,0.6080149844988272
NEUTRAL LIPID BIOSYNTHETIC PROCESS,1,252,14,0.6080149844988272
ICOSANOID BIOSYNTHETIC PROCESS,1,252,14,0.6080149844988272
NEGATIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,1,252,14,0.6080149844988272
LYTIC VACUOLE ORGANIZATION,1,252,14,0.6080149844988272
POSITIVE REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,1,252,14,0.6080149844988272
INTESTINAL EPITHELIAL CELL DIFFERENTIATION,1,252,14,0.6080149844988272
REGULATION OF PRESYNAPSE ORGANIZATION,1,252,14,0.6080149844988272
PEPTIDE METABOLIC PROCESS,1,252,14,0.6080149844988272
REGULATION OF ANIMAL ORGAN FORMATION,1,252,14,0.6080149844988272
STEM CELL DIVISION,1,252,14,0.6080149844988272
MITOCHONDRIAL TRANSPORT,1,252,14,0.6080149844988272
DORSAL SPINAL CORD DEVELOPMENT,1,252,14,0.6080149844988272
AMYLOID BETA CLEARANCE,1,252,14,0.6080149844988272
POSITIVE REGULATION OF NEUTROPHIL MIGRATION,1,252,14,0.6080149844988272
POSITIVE REGULATION OF NUCLEOTIDE CATABOLIC PROCESS,1,252,14,0.6080149844988272
POSITIVE REGULATION OF D GLUCOSE IMPORT,1,252,14,0.6080149844988272
MEIOSIS I CELL CYCLE PROCESS,1,252,14,0.6080149844988272
AMYLOID PRECURSOR PROTEIN METABOLIC PROCESS,1,252,14,0.6080149844988272
POSITIVE REGULATION OF MUSCLE CONTRACTION,1,252,14,0.6080149844988272
REGULATION OF STEROID HORMONE BIOSYNTHETIC PROCESS,1,252,14,0.6080149844988272
POSITIVE REGULATION OF JNK CASCADE,1,252,14,0.6080149844988272
RESPONSE TO INTERLEUKIN 4,1,252,14,0.6080149844988272
PROTEIN HOMOTETRAMERIZATION,1,252,14,0.6080149844988272
NEGATIVE REGULATION OF CALCIUM ION TRANSPORT,1,252,14,0.6080149844988272
ENDOTHELIUM DEVELOPMENT,3,252,48,0.6083987665366133
DETECTION OF STIMULUS INVOLVED IN SENSORY PERCEPTION,4,252,65,0.6136556365636663
PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION,4,252,65,0.6136556365636663
NEURON APOPTOTIC PROCESS,6,252,98,0.6151184326278658
DEVELOPMENTAL PROCESS INVOLVED IN REPRODUCTION,17,252,275,0.6151212690915964
REGULATION OF PROGRAMMED CELL DEATH,26,252,418,0.6157538950957331
MUSCLE SYSTEM PROCESS,9,252,147,0.6173838454184273
REGULATION OF LYMPHOCYTE DIFFERENTIATION,5,252,82,0.6193645690394753
BIOMINERAL TISSUE DEVELOPMENT,5,252,82,0.6193645690394753
MITOTIC NUCLEAR DIVISION,2,252,32,0.6222999455873457
CHEMICAL SYNAPTIC TRANSMISSION POSTSYNAPTIC,2,252,32,0.6222999455873457
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE,2,252,32,0.6222999455873457
CELLULAR RESPONSE TO KETONE,2,252,32,0.6222999455873457
ACTIN FILAMENT BUNDLE ORGANIZATION,2,252,32,0.6222999455873457
DNA RECOMBINATION,2,252,32,0.6222999455873457
NEGATIVE REGULATION OF TRANSFERASE ACTIVITY,2,252,32,0.6222999455873457
NEGATIVE REGULATION OF MITOTIC CELL CYCLE,2,252,32,0.6222999455873457
STEROID HORMONE RECEPTOR SIGNALING PATHWAY,3,252,49,0.6225720409290003
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE,3,252,49,0.6225720409290003
GLIOGENESIS,9,252,148,0.6256481944533031
NOTCH SIGNALING PATHWAY,4,252,66,0.6258588611346162
REGULATION OF TRANSMEMBRANE TRANSPORT,8,252,132,0.6278467011220882
NEURON MIGRATION,5,252,83,0.6302291419734594
CARTILAGE CONDENSATION,1,252,15,0.6334279569470638
POSITIVE REGULATION OF STEROID BIOSYNTHETIC PROCESS,1,252,15,0.6334279569470638
RESPONSE TO PH,1,252,15,0.6334279569470638
MATING BEHAVIOR,1,252,15,0.6334279569470638
AMYLOID BETA METABOLIC PROCESS,1,252,15,0.6334279569470638
NEURAL NUCLEUS DEVELOPMENT,1,252,15,0.6334279569470638
RESPONSE TO AUDITORY STIMULUS,1,252,15,0.6334279569470638
NEGATIVE REGULATION OF AUTOPHAGY,1,252,15,0.6334279569470638
MYOBLAST FUSION,1,252,15,0.6334279569470638
RESPONSE TO CADMIUM ION,1,252,15,0.6334279569470638
MACROAUTOPHAGY,1,252,15,0.6334279569470638
LACTATION,1,252,15,0.6334279569470638
NEGATIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS,1,252,15,0.6334279569470638
MACROPHAGE CHEMOTAXIS,1,252,15,0.6334279569470638
ICOSANOID TRANSPORT,1,252,15,0.6334279569470638
POSITIVE REGULATION OF GRANULOCYTE CHEMOTAXIS,1,252,15,0.6334279569470638
NEGATIVE REGULATION OF INSULIN SECRETION,1,252,15,0.6334279569470638
NEURON CELLULAR HOMEOSTASIS,1,252,15,0.6334279569470638
POSITIVE REGULATION OF G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,1,252,15,0.6334279569470638
CEREBELLAR CORTEX DEVELOPMENT,1,252,15,0.6334279569470638
REGULATION OF NEUTROPHIL CHEMOTAXIS,1,252,15,0.6334279569470638
NEGATIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION,1,252,15,0.6334279569470638
POSITIVE REGULATION OF COLLAGEN METABOLIC PROCESS,1,252,15,0.6334279569470638
CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT,1,252,15,0.6334279569470638
POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION,1,252,15,0.6334279569470638
REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,1,252,15,0.6334279569470638
ENERGY RESERVE METABOLIC PROCESS,1,252,15,0.6334279569470638
POSITIVE REGULATION OF B CELL PROLIFERATION,1,252,15,0.6334279569470638
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,1,252,15,0.6334279569470638
REGULATION OF PROTEIN CONTAINING COMPLEX DISASSEMBLY,1,252,15,0.6334279569470638
SKELETAL MUSCLE TISSUE REGENERATION,1,252,15,0.6334279569470638
CELLULAR RESPONSE TO VIRUS,1,252,15,0.6334279569470638
RESPONSE TO COCAINE,1,252,15,0.6334279569470638
POSITIVE REGULATION OF PEPTIDYL SERINE PHOSPHORYLATION,1,252,15,0.6334279569470638
NEGATIVE REGULATION OF STEM CELL PROLIFERATION,1,252,15,0.6334279569470638
POSITIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY,1,252,15,0.6334279569470638
REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION,1,252,15,0.6334279569470638
REGULATION OF PROTEIN DEPOLYMERIZATION,1,252,15,0.6334279569470638
REPLACEMENT OSSIFICATION,1,252,15,0.6334279569470638
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,1,252,15,0.6334279569470638
REGULATION OF PHOSPHORUS METABOLIC PROCESS,14,252,230,0.6346374249217313
GLIAL CELL DEVELOPMENT,3,252,50,0.6363932615944337
REGULATION OF PHOSPHORYLATION,12,252,198,0.6364143589784952
POTASSIUM ION TRANSPORT,4,252,67,0.6378164604863501
MULTI MULTICELLULAR ORGANISM PROCESS,4,252,67,0.6378164604863501
ENDOCHONDRAL BONE MORPHOGENESIS,2,252,33,0.6392142972764244
POSITIVE REGULATION OF CELL KILLING,2,252,33,0.6392142972764244
POSITIVE REGULATION OF LIPID TRANSPORT,2,252,33,0.6392142972764244
REGULATION OF TISSUE REMODELING,2,252,33,0.6392142972764244
VENTRAL SPINAL CORD DEVELOPMENT,2,252,33,0.6392142972764244
MEMBRANE LIPID METABOLIC PROCESS,2,252,33,0.6392142972764244
ORGANIC ACID TRANSMEMBRANE TRANSPORT,2,252,33,0.6392142972764244
ACTIN FILAMENT ORGANIZATION,5,252,84,0.6409053637531119
CONNECTIVE TISSUE DEVELOPMENT,9,252,150,0.6418944113781031
REGULATION OF ENDOTHELIAL CELL MIGRATION,4,252,68,0.6495248457214443
DIENCEPHALON DEVELOPMENT,3,252,51,0.6498594708141415
REGULATION OF RESPONSE TO WOUNDING,3,252,51,0.6498594708141415
REGULATION OF HORMONE LEVELS,12,252,200,0.6504553768267429
POSITIVE REGULATION OF HEMOPOIESIS,5,252,85,0.6513899897266588
RESPONSE TO DECREASED OXYGEN LEVELS,5,252,85,0.6513899897266588
REGULATION OF CELL SHAPE,2,252,34,0.6555298358749073
B CELL MEDIATED IMMUNITY,2,252,34,0.6555298358749073
REGULATION OF OSTEOCLAST DIFFERENTIATION,2,252,34,0.6555298358749073
REGULATION OF HEART GROWTH,2,252,34,0.6555298358749073
PROTEIN POLYUBIQUITINATION,1,252,16,0.6571994841857
ACTIVATION OF PROTEIN KINASE ACTIVITY,1,252,16,0.6571994841857
POSITIVE REGULATION OF CHONDROCYTE DIFFERENTIATION,1,252,16,0.6571994841857
POSITIVE REGULATION OF HORMONE METABOLIC PROCESS,1,252,16,0.6571994841857
POSITIVE REGULATION OF LYMPHOCYTE MIGRATION,1,252,16,0.6571994841857
EMBRYONIC DIGESTIVE TRACT MORPHOGENESIS,1,252,16,0.6571994841857
NEGATIVE REGULATION OF CELL SUBSTRATE ADHESION,1,252,16,0.6571994841857
LYMPH NODE DEVELOPMENT,1,252,16,0.6571994841857
REGULATION OF DIGESTIVE SYSTEM PROCESS,1,252,16,0.6571994841857
SYNAPTIC VESICLE RECYCLING,1,252,16,0.6571994841857
CELL DIFFERENTIATION INVOLVED IN EMBRYONIC PLACENTA DEVELOPMENT,1,252,16,0.6571994841857
REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,1,252,16,0.6571994841857
CELL PROLIFERATION IN FOREBRAIN,1,252,16,0.6571994841857
REGULATION OF B CELL DIFFERENTIATION,1,252,16,0.6571994841857
THYMIC T CELL SELECTION,1,252,16,0.6571994841857
REGULATION OF MEMBRANE LIPID DISTRIBUTION,1,252,16,0.6571994841857
GLUTAMATERGIC NEURON DIFFERENTIATION,1,252,16,0.6571994841857
RESPONSE TO ZINC ION,1,252,16,0.6571994841857
REGULATION OF THE FORCE OF HEART CONTRACTION,1,252,16,0.6571994841857
NEGATIVE REGULATION OF ALPHA BETA T CELL DIFFERENTIATION,1,252,16,0.6571994841857
INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION,1,252,16,0.6571994841857
REGULATION OF NEUTROPHIL MIGRATION,1,252,16,0.6571994841857
DEFINITIVE HEMOPOIESIS,1,252,16,0.6571994841857
SUPEROXIDE ANION GENERATION,1,252,16,0.6571994841857
POSITIVE REGULATION OF NERVOUS SYSTEM PROCESS,1,252,16,0.6571994841857
PROTEIN TRANSPORT,12,252,201,0.6573674230140394
SUPRAMOLECULAR FIBER ORGANIZATION,11,252,185,0.6595158331426956
REGENERATION,4,252,69,0.6609811067445881
NEGATIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,8,252,136,0.6615832967104249
DIGESTIVE SYSTEM DEVELOPMENT,5,252,86,0.6616802185179241
POSITIVE REGULATION OF GROWTH,5,252,86,0.6616802185179241
CELLULAR RESPONSE TO HORMONE STIMULUS,13,252,218,0.6622553175242664
REGULATION OF MUSCLE CONTRACTION,3,252,52,0.6629688415504712
REGULATION OF REPRODUCTIVE PROCESS,3,252,52,0.6629688415504712
NEGATIVE REGULATION OF CELL GROWTH,3,252,52,0.6629688415504712
POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,2,252,35,0.6712530282781033
PHOTORECEPTOR CELL DIFFERENTIATION,2,252,35,0.6712530282781033
NATURAL KILLER CELL MEDIATED IMMUNITY,2,252,35,0.6712530282781033
INTERMEDIATE FILAMENT ORGANIZATION,2,252,35,0.6712530282781033
POSITIVE REGULATION OF SIGNAL TRANSDUCTION,22,252,365,0.6713702603072149
ENDOTHELIAL CELL PROLIFERATION,4,252,70,0.6721829774584309
PROTEIN PROCESSING,3,252,53,0.6757205911053733
REGULATION OF T CELL MIGRATION,1,252,17,0.6794351933196005
NEGATIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,1,252,17,0.6794351933196005
EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,1,252,17,0.6794351933196005
REGULATION OF KERATINOCYTE PROLIFERATION,1,252,17,0.6794351933196005
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS,1,252,17,0.6794351933196005
BRAIN MORPHOGENESIS,1,252,17,0.6794351933196005
ACTIVATED T CELL PROLIFERATION,1,252,17,0.6794351933196005
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT,1,252,17,0.6794351933196005
CEREBRAL CORTEX NEURON DIFFERENTIATION,1,252,17,0.6794351933196005
SIGNAL TRANSDUCTION INVOLVED IN REGULATION OF GENE EXPRESSION,1,252,17,0.6794351933196005
AMELOGENESIS,1,252,17,0.6794351933196005
SYNAPTIC MEMBRANE ADHESION,1,252,17,0.6794351933196005
POSITIVE REGULATION OF STEROID METABOLIC PROCESS,1,252,17,0.6794351933196005
HYPOTHALAMUS DEVELOPMENT,1,252,17,0.6794351933196005
CATECHOLAMINE TRANSPORT,1,252,17,0.6794351933196005
HYDROGEN PEROXIDE METABOLIC PROCESS,1,252,17,0.6794351933196005
NEGATIVE REGULATION OF PEPTIDE SECRETION,1,252,17,0.6794351933196005
POSITIVE REGULATION OF INTERLEUKIN 12 PRODUCTION,1,252,17,0.6794351933196005
CATECHOL CONTAINING COMPOUND METABOLIC PROCESS,1,252,17,0.6794351933196005
REGULATION OF INTRACELLULAR PROTEIN TRANSPORT,1,252,17,0.6794351933196005
PRESYNAPSE ASSEMBLY,1,252,17,0.6794351933196005
REGULATION OF MEMBRANE DEPOLARIZATION,1,252,17,0.6794351933196005
POSITIVE REGULATION OF PROTEIN LOCALIZATION,6,252,105,0.6820652643281668
POSITIVE REGULATION OF DEVELOPMENTAL GROWTH,4,252,71,0.6831288011736016
REGULATED EXOCYTOSIS,4,252,71,0.6831288011736016
POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION,2,252,36,0.6863920017614764
PROTEIN AUTOPHOSPHORYLATION,2,252,36,0.6863920017614764
REGULATION OF CARTILAGE DEVELOPMENT,2,252,36,0.6863920017614764
TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,3,252,54,0.6881148981676051
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION,3,252,54,0.6881148981676051
RETINA DEVELOPMENT IN CAMERA TYPE EYE,5,252,89,0.6913628066663875
EXOCYTOSIS,5,252,89,0.6913628066663875
NEURON FATE COMMITMENT,4,252,72,0.6938174963774477
CELLULAR RESPONSE TO INSULIN STIMULUS,4,252,72,0.6938174963774477
POSITIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,9,252,157,0.6955899508806855
REGULATION OF T CELL ACTIVATION,7,252,124,0.7000048773946586
NEURAL RETINA DEVELOPMENT,3,252,55,0.7001528233627383
PROTEIN LOCALIZATION TO NUCLEUS,3,252,55,0.7001528233627383
POSITIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,3,252,55,0.7001528233627383
REGULATION OF MITOTIC NUCLEAR DIVISION,1,252,18,0.7002339397880506
POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION,1,252,18,0.7002339397880506
POSITIVE REGULATION OF DNA BINDING,1,252,18,0.7002339397880506
CELL AGGREGATION,1,252,18,0.7002339397880506
REGULATION OF VASCULAR PERMEABILITY,1,252,18,0.7002339397880506
MEMBRANE FUSION,1,252,18,0.7002339397880506
HINDBRAIN MORPHOGENESIS,1,252,18,0.7002339397880506
REGULATION OF SODIUM ION TRANSPORT,1,252,18,0.7002339397880506
MYOTUBE CELL DEVELOPMENT,1,252,18,0.7002339397880506
EXECUTION PHASE OF APOPTOSIS,1,252,18,0.7002339397880506
NEGATIVE REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORT,1,252,18,0.7002339397880506
PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS,1,252,18,0.7002339397880506
MODULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL,1,252,18,0.7002339397880506
LIPOPOLYSACCHARIDE MEDIATED SIGNALING PATHWAY,1,252,18,0.7002339397880506
NEGATIVE REGULATION OF HORMONE SECRETION,1,252,18,0.7002339397880506
PIGMENT BIOSYNTHETIC PROCESS,1,252,18,0.7002339397880506
REGULATION OF ACTIN FILAMENT BASED MOVEMENT,1,252,18,0.7002339397880506
RENAL SYSTEM VASCULATURE DEVELOPMENT,1,252,18,0.7002339397880506
POSITIVE REGULATION OF CARTILAGE DEVELOPMENT,1,252,18,0.7002339397880506
REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,1,252,18,0.7002339397880506
NEGATIVE REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS,1,252,18,0.7002339397880506
MONOCYTE CHEMOTAXIS,1,252,18,0.7002339397880506
ORGANELLE FUSION,1,252,18,0.7002339397880506
PROTEIN DEPOLYMERIZATION,1,252,18,0.7002339397880506
NEGATIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY,1,252,18,0.7002339397880506
CHOLESTEROL EFFLUX,1,252,18,0.7002339397880506
POSITIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,1,252,18,0.7002339397880506
TOOTH MINERALIZATION,1,252,18,0.7002339397880506
RESPONSE TO PROGESTERONE,1,252,18,0.7002339397880506
REGULATION OF DNA BIOSYNTHETIC PROCESS,1,252,18,0.7002339397880506
REGULATION OF MACROPHAGE ACTIVATION,1,252,18,0.7002339397880506
EYE MORPHOGENESIS,5,252,90,0.7008557121505034
VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY,2,252,37,0.7009563041760113
HIPPOCAMPUS DEVELOPMENT,2,252,37,0.7009563041760113
PIGMENTATION,2,252,37,0.7009563041760113
APOPTOTIC SIGNALING PATHWAY,8,252,141,0.7011324217232263
SENSORY PERCEPTION OF CHEMICAL STIMULUS,4,252,73,0.704248522988997
ACTIN FILAMENT BASED PROCESS,10,252,175,0.7049407546878959
CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS,6,252,108,0.7083390689631299
REGULATION OF ANATOMICAL STRUCTURE SIZE,8,252,142,0.7086777891376556
REGULATION OF KINASE ACTIVITY,5,252,91,0.7101462736312996
ORGAN GROWTH,5,252,91,0.7101462736312996
REGULATION OF LEUKOCYTE PROLIFERATION,5,252,91,0.7101462736312996
BEHAVIOR,15,252,259,0.7127202897460618
PEPTIDYL TYROSINE MODIFICATION,4,252,74,0.7144218492118006
CELL DIFFERENTIATION IN SPINAL CORD,2,252,38,0.7149566879914784
GLIAL CELL PROLIFERATION,2,252,38,0.7149566879914784
CELL ADHESION MEDIATED BY INTEGRIN,2,252,38,0.7149566879914784
PROTEIN CONTAINING COMPLEX ORGANIZATION,14,252,243,0.7154351935879634
INTRACELLULAR TRANSPORT,6,252,109,0.7167637633546899
SUBSTRATE ADHESION DEPENDENT CELL SPREADING,1,252,19,0.719688239858463
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE,1,252,19,0.719688239858463
POLYSACCHARIDE METABOLIC PROCESS,1,252,19,0.719688239858463
CELLULAR RESPONSE TO HYDROGEN PEROXIDE,1,252,19,0.719688239858463
CELLULAR RESPONSE TO NUTRIENT,1,252,19,0.719688239858463
SECONDARY METABOLIC PROCESS,1,252,19,0.719688239858463
PRESYNAPSE ORGANIZATION,1,252,19,0.719688239858463
AXON REGENERATION,1,252,19,0.719688239858463
