pathway,overlap,gene_set_size,pathway_size,p_value
REGULATION OF CILIUM ASSEMBLY,2,252,7,0.07034684424365552
RESPONSE TO GLUCAGON,2,252,7,0.07034684424365552
REGULATION OF CARDIAC MUSCLE ADAPTATION,2,252,7,0.07034684424365552
INHIBITORY SYNAPSE ASSEMBLY,2,252,7,0.07034684424365552
NEGATIVE REGULATION OF TRIGLYCERIDE METABOLIC PROCESS,2,252,7,0.07034684424365552
POSITIVE REGULATION OF MEMBRANE INVAGINATION,2,252,7,0.07034684424365552
IMMATURE B CELL DIFFERENTIATION,2,252,7,0.07034684424365552
PHOSPHOLIPID HOMEOSTASIS,2,252,7,0.07034684424365552
PYRIMIDINE CONTAINING COMPOUND METABOLIC PROCESS,2,252,7,0.07034684424365552
ORGANIC ACID BIOSYNTHETIC PROCESS,7,252,57,0.07201447942635603
REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION,7,252,57,0.07201447942635603
RESPONSE TO TYPE II INTERFERON,4,252,25,0.07370360714769811
ICOSANOID METABOLIC PROCESS,5,252,36,0.07910357126282432
SODIUM ION TRANSPORT,8,252,70,0.07962635503062283
LONG TERM MEMORY,3,252,16,0.07988162321546717
REGULATION OF T CELL APOPTOTIC PROCESS,3,252,16,0.07988162321546717
REGULATION OF TRIGLYCERIDE METABOLIC PROCESS,3,252,16,0.07988162321546717
CELLULAR RESPONSE TO CAMP,3,252,16,0.07988162321546717
SECONDARY ALCOHOL METABOLIC PROCESS,4,252,26,0.08288493701444248
CELLULAR RESPONSE TO TOXIC SUBSTANCE,4,252,26,0.08288493701444248
NEGATIVE REGULATION OF PROTEIN CONTAINING COMPLEX ASSEMBLY,4,252,26,0.08288493701444248
CARBOHYDRATE TRANSPORT,5,252,37,0.08688474571204795
NEUTRAL LIPID METABOLIC PROCESS,5,252,37,0.08688474571204795
REGULATION OF DEFENSE RESPONSE,19,252,212,0.08791623338959267
MALE GAMETE GENERATION,12,252,121,0.08863124338711738
SODIUM DEPENDENT PHOSPHATE TRANSPORT,2,252,8,0.08989658187927865
MORPHOGENESIS OF AN ENDOTHELIUM,2,252,8,0.08989658187927865
RESPONSE TO LEPTIN,2,252,8,0.08989658187927865
GLYCOSYL COMPOUND METABOLIC PROCESS,2,252,8,0.08989658187927865
SEROTONIN UPTAKE,2,252,8,0.08989658187927865
SHORT TERM MEMORY,2,252,8,0.08989658187927865
MIDGUT DEVELOPMENT,2,252,8,0.08989658187927865
HOST MEDIATED SUPPRESSION OF SYMBIONT INVASION,2,252,8,0.08989658187927865
PROTEIN AUTOUBIQUITINATION,2,252,8,0.08989658187927865
RESPONSE TO SALT,2,252,8,0.08989658187927865
POSITIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,2,252,8,0.08989658187927865
RESPONSE TO LEAD ION,2,252,8,0.08989658187927865
EXIT FROM MITOSIS,2,252,8,0.08989658187927865
NEGATIVE REGULATION OF INTRACELLULAR TRANSPORT,2,252,8,0.08989658187927865
REGULATION OF MEMBRANE INVAGINATION,2,252,8,0.08989658187927865
IRON ION TRANSMEMBRANE TRANSPORT,2,252,8,0.08989658187927865
POSITIVE REGULATION OF CYTOKINE PRODUCTION,15,252,160,0.09039349485118389
GAMMA DELTA T CELL ACTIVATION,3,252,17,0.09255687579925446
RESPONSE TO ELECTRICAL STIMULUS,3,252,17,0.09255687579925446
CELLULAR RESPONSE TO IONIZING RADIATION,3,252,17,0.09255687579925446
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE MEDIATED BY A CHEMICAL SIGNAL,3,252,17,0.09255687579925446
DETOXIFICATION,4,252,27,0.0925995823899682
ORGANELLE ASSEMBLY,13,252,136,0.09805795778269424
POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS,10,252,98,0.09864718857187887
PHOSPHOLIPID METABOLIC PROCESS,6,252,50,0.10056571678039784
MONOSACCHARIDE METABOLIC PROCESS,6,252,50,0.10056571678039784
ORGANIC HYDROXY COMPOUND TRANSPORT,9,252,86,0.10087122027829662
CYTOSKELETON ORGANIZATION,22,252,257,0.102272521500495
REGULATION OF BLOOD PRESSURE,7,252,62,0.10248207230030326
NEGATIVE REGULATION OF HYDROLASE ACTIVITY,4,252,28,0.10282892341942433
STEROL TRANSPORT,4,252,28,0.10282892341942433
INTERLEUKIN 1 BETA PRODUCTION,4,252,28,0.10282892341942433
MYELOID LEUKOCYTE ACTIVATION,10,252,99,0.10382565090198453
CYTOKINE PRODUCTION,24,252,285,0.10415888551603625
REGULATION OF IMMUNE RESPONSE,21,252,244,0.10428538854548913
INTERLEUKIN 4 PRODUCTION,3,252,18,0.10600121554204783
HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE,3,252,18,0.10600121554204783
REGULATION OF NATURAL KILLER CELL ACTIVATION,3,252,18,0.10600121554204783
REGULATION OF LIPID STORAGE,3,252,18,0.10600121554204783
MYELOID DENDRITIC CELL ACTIVATION,3,252,18,0.10600121554204783
POSITIVE REGULATION OF MORPHOGENESIS OF AN EPITHELIUM,3,252,18,0.10600121554204783
CELLULAR OXIDANT DETOXIFICATION,3,252,18,0.10600121554204783
REGULATION OF STEROL TRANSPORT,3,252,18,0.10600121554204783
CELLULAR RESPONSE TO ABIOTIC STIMULUS,8,252,75,0.10849356353786563
POSITIVE REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION,2,252,9,0.11080434870077524
PLASMA LIPOPROTEIN PARTICLE CLEARANCE,2,252,9,0.11080434870077524
DETECTION OF BIOTIC STIMULUS,2,252,9,0.11080434870077524
REGULATION OF BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,2,252,9,0.11080434870077524
LONG CHAIN FATTY ACID BIOSYNTHETIC PROCESS,2,252,9,0.11080434870077524
REGULATION OF TYPE B PANCREATIC CELL PROLIFERATION,2,252,9,0.11080434870077524
SENSORY PERCEPTION OF TASTE,2,252,9,0.11080434870077524
NEGATIVE REGULATION OF LIPID CATABOLIC PROCESS,2,252,9,0.11080434870077524
GLIAL CELL FATE SPECIFICATION,2,252,9,0.11080434870077524
POSITIVE REGULATION OF INTERLEUKIN 17 PRODUCTION,2,252,9,0.11080434870077524
INORGANIC ANION TRANSMEMBRANE TRANSPORT,5,252,40,0.11250662255633687
MACROPHAGE DIFFERENTIATION,4,252,29,0.11355216756597526
T CELL SELECTION,4,252,29,0.11355216756597526
POSITIVE REGULATION OF IMMUNE RESPONSE,17,252,193,0.11554664696357998
RESPONSE TO CORTICOSTEROID,6,252,52,0.11604387910169292
POSITIVE REGULATION OF PEPTIDE SECRETION,6,252,52,0.11604387910169292
BROWN FAT CELL DIFFERENTIATION,3,252,19,0.12015620445615402
CARDIAC MUSCLE ADAPTATION,3,252,19,0.12015620445615402
PEPTIDE CROSS LINKING,3,252,19,0.12015620445615402
NEGATIVE REGULATION OF INTERLEUKIN 6 PRODUCTION,3,252,19,0.12015620445615402
T CELL APOPTOTIC PROCESS,3,252,19,0.12015620445615402
ORGANIC ANION TRANSPORT,10,252,102,0.12028872003352298
RESPONSE TO KETONE,8,252,77,0.12146334724757596
NEGATIVE REGULATION OF IMMUNE RESPONSE,6,252,53,0.12420790730745221
RESPONSE TO CARBOHYDRATE,9,252,90,0.1244895094914035
RIBONUCLEOSIDE CATABOLIC PROCESS,1,252,2,0.1250401277778873
NEGATIVE REGULATION OF HIPPOCAMPAL NEURON APOPTOTIC PROCESS,1,252,2,0.1250401277778873
REGULATION OF HIPPOCAMPAL NEURON APOPTOTIC PROCESS,1,252,2,0.1250401277778873
HYDROCARBON METABOLIC PROCESS,1,252,2,0.1250401277778873
PENTOSE PHOSPHATE SHUNT,1,252,2,0.1250401277778873
INOSINE CATABOLIC PROCESS,1,252,2,0.1250401277778873
CELLULAR RESPONSE TO FRUCTOSE STIMULUS,1,252,2,0.1250401277778873
FRUCTOSE TRANSMEMBRANE TRANSPORT,1,252,2,0.1250401277778873
POSITIVE REGULATION OF VACUOLE ORGANIZATION,1,252,2,0.1250401277778873
RESPONSE TO TRICHOSTATIN A,1,252,2,0.1250401277778873
MITOCHONDRIAL CALCIUM ION TRANSMEMBRANE TRANSPORT,1,252,2,0.1250401277778873
SUPPRESSION OF VIRAL RELEASE BY HOST,1,252,2,0.1250401277778873
REGULATION OF NATURAL KILLER CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE,1,252,2,0.1250401277778873
INTRACELLULAR TRIGLYCERIDE HOMEOSTASIS,1,252,2,0.1250401277778873
CHITIN METABOLIC PROCESS,1,252,2,0.1250401277778873
ASYMMETRIC STEM CELL DIVISION,1,252,2,0.1250401277778873
GLYCINE IMPORT ACROSS PLASMA MEMBRANE,1,252,2,0.1250401277778873
REGULATION OF TORC2 SIGNALING,1,252,2,0.1250401277778873
MITOCHONDRIAL CALCIUM ION HOMEOSTASIS,1,252,2,0.1250401277778873
ARGININE CATABOLIC PROCESS,1,252,2,0.1250401277778873
GERM LINE STEM CELL DIVISION,1,252,2,0.1250401277778873
ACTIVATION OF NF KAPPAB INDUCING KINASE ACTIVITY,1,252,2,0.1250401277778873
CALCIUM ION EXPORT ACROSS PLASMA MEMBRANE,1,252,2,0.1250401277778873
NADPH REGENERATION,1,252,2,0.1250401277778873
IMP METABOLIC PROCESS,1,252,2,0.1250401277778873
POSITIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY,1,252,2,0.1250401277778873
LEPTIN MEDIATED SIGNALING PATHWAY,1,252,2,0.1250401277778873
LIPOXIN A4 METABOLIC PROCESS,1,252,2,0.1250401277778873
NUCLEAR BODY ORGANIZATION,1,252,2,0.1250401277778873
CONVERGENT EXTENSION INVOLVED IN GASTRULATION,1,252,2,0.1250401277778873
NEGATIVE REGULATION OF GLUCONEOGENESIS,1,252,2,0.1250401277778873
INTRACELLULAR AMINO ACID HOMEOSTASIS,1,252,2,0.1250401277778873
INOSINE METABOLIC PROCESS,1,252,2,0.1250401277778873
XANTHINE METABOLIC PROCESS,1,252,2,0.1250401277778873
REGULATION OF NON MOTILE CILIUM ASSEMBLY,1,252,2,0.1250401277778873
NEGATIVE REGULATION OF BROWN FAT CELL DIFFERENTIATION,1,252,2,0.1250401277778873
PURINE RIBONUCLEOSIDE CATABOLIC PROCESS,1,252,2,0.1250401277778873
SULFUR AMINO ACID METABOLIC PROCESS,1,252,2,0.1250401277778873
REGULATION OF VERY LOW DENSITY LIPOPROTEIN PARTICLE REMODELING,1,252,2,0.1250401277778873
POSITIVE REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS,1,252,2,0.1250401277778873
L ALANINE TRANSPORT,1,252,2,0.1250401277778873
SPERMIDINE TRANSPORT,1,252,2,0.1250401277778873
MAINTENANCE OF CELL POLARITY,1,252,2,0.1250401277778873
TRANSEPITHELIAL CHLORIDE TRANSPORT,1,252,2,0.1250401277778873
DAMP CATABOLIC PROCESS,1,252,2,0.1250401277778873
DAMP METABOLIC PROCESS,1,252,2,0.1250401277778873
DEOXYINOSINE METABOLIC PROCESS,1,252,2,0.1250401277778873
GERMINAL CENTER B CELL DIFFERENTIATION,1,252,2,0.1250401277778873
HYPOXANTHINE METABOLIC PROCESS,1,252,2,0.1250401277778873
PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS,1,252,2,0.1250401277778873
ADENOSINE CATABOLIC PROCESS,1,252,2,0.1250401277778873
IMP CATABOLIC PROCESS,1,252,2,0.1250401277778873
HIPPOCAMPAL NEURON APOPTOTIC PROCESS,1,252,2,0.1250401277778873
NEGATIVE REGULATION OF IRON ION TRANSPORT,1,252,2,0.1250401277778873
REGULATION OF INTRACELLULAR LIPID TRANSPORT,1,252,2,0.1250401277778873
POSITIVE REGULATION OF ADENYLATE CYCLASE ACTIVATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,1,252,2,0.1250401277778873
PROTEIN DEGLUTAMYLATION,1,252,2,0.1250401277778873
TORC2 SIGNALING,1,252,2,0.1250401277778873
EPOXIDE METABOLIC PROCESS,1,252,2,0.1250401277778873
NADP CATABOLIC PROCESS,1,252,2,0.1250401277778873
TACHYKININ RECEPTOR SIGNALING PATHWAY,1,252,2,0.1250401277778873
INTRACELLULAR GLUTAMATE HOMEOSTASIS,1,252,2,0.1250401277778873
POSITIVE REGULATION OF MHC CLASS I BIOSYNTHETIC PROCESS,1,252,2,0.1250401277778873
MHC CLASS I BIOSYNTHETIC PROCESS,1,252,2,0.1250401277778873
GALACTOSE TRANSMEMBRANE TRANSPORT,1,252,2,0.1250401277778873
POSITIVE REGULATION OF TOLL LIKE RECEPTOR 7 SIGNALING PATHWAY,1,252,2,0.1250401277778873
PRIMITIVE ERYTHROCYTE DIFFERENTIATION,1,252,2,0.1250401277778873
DETECTION OF MOLECULE OF BACTERIAL ORIGIN,1,252,2,0.1250401277778873
SPERM EJACULATION,1,252,2,0.1250401277778873
NEGATIVE REGULATION OF INTERLEUKIN 13 PRODUCTION,1,252,2,0.1250401277778873
IRON COORDINATION ENTITY TRANSPORT,1,252,2,0.1250401277778873
REGULATION OF INTESTINAL CHOLESTEROL ABSORPTION,1,252,2,0.1250401277778873
TOLERANCE INDUCTION DEPENDENT UPON IMMUNE RESPONSE,1,252,2,0.1250401277778873
NEGATIVE REGULATION OF CIRCADIAN RHYTHM,1,252,2,0.1250401277778873
LONG CHAIN FATTY ACID CATABOLIC PROCESS,1,252,2,0.1250401277778873
DETECTION OF LIPOPOLYSACCHARIDE,1,252,2,0.1250401277778873
RESPONSE TO OLEIC ACID,1,252,2,0.1250401277778873
POSITIVE REGULATION OF MACROPHAGE FUSION,1,252,2,0.1250401277778873
PYRIMIDINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS,1,252,2,0.1250401277778873
KETONE BODY METABOLIC PROCESS,1,252,2,0.1250401277778873
C TERMINAL PROTEIN AMINO ACID MODIFICATION,1,252,2,0.1250401277778873
FATTY ACID DERIVATIVE CATABOLIC PROCESS,1,252,2,0.1250401277778873
ICOSANOID CATABOLIC PROCESS,1,252,2,0.1250401277778873
LIPID DROPLET FUSION,1,252,2,0.1250401277778873
GLUCOSAMINE CONTAINING COMPOUND CATABOLIC PROCESS,1,252,2,0.1250401277778873
NON CANONICAL INFLAMMASOME COMPLEX ASSEMBLY,1,252,2,0.1250401277778873
REGULATION OF PHOSPHOLIPID TRANSLOCATION,1,252,2,0.1250401277778873
INTRACELLULAR NITROGEN HOMEOSTASIS,1,252,2,0.1250401277778873
FIBROBLAST GROWTH FACTOR PRODUCTION,1,252,2,0.1250401277778873
REACTIVE OXYGEN SPECIES METABOLIC PROCESS,7,252,66,0.13118157260275842
IMMUNE RESPONSE REGULATING SIGNALING PATHWAY,12,252,130,0.13176513053290023
REGULATION OF LIPID LOCALIZATION,6,252,54,0.1326460676539997
REGULATION OF T CELL MEDIATED CYTOTOXICITY,2,252,10,0.13281471550688428
NEUTRAL AMINO ACID TRANSPORT,2,252,10,0.13281471550688428
POSITIVE REGULATION OF LIPID STORAGE,2,252,10,0.13281471550688428
AMINOGLYCAN CATABOLIC PROCESS,2,252,10,0.13281471550688428
MONOATOMIC ANION HOMEOSTASIS,2,252,10,0.13281471550688428
POSITIVE REGULATION OF INTERLEUKIN 4 PRODUCTION,2,252,10,0.13281471550688428
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,2,252,10,0.13281471550688428
INTERNEURON MIGRATION,2,252,10,0.13281471550688428
POSITIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,2,252,10,0.13281471550688428
NON PROTEINOGENIC AMINO ACID METABOLIC PROCESS,2,252,10,0.13281471550688428
POSITIVE REGULATION OF PROTEIN POLYMERIZATION,2,252,10,0.13281471550688428
L AMINO ACID METABOLIC PROCESS,3,252,20,0.13496173859219707
PHAGOCYTOSIS ENGULFMENT,3,252,20,0.13496173859219707
TRANSITION METAL ION TRANSPORT,3,252,20,0.13496173859219707
T CELL MIGRATION,3,252,20,0.13496173859219707
MEMBRANE INVAGINATION,3,252,20,0.13496173859219707
NUCLEOTIDE BIOSYNTHETIC PROCESS,3,252,20,0.13496173859219707
TRIGLYCERIDE METABOLIC PROCESS,4,252,31,0.1363880715470711
AMINO ACID METABOLIC PROCESS,4,252,31,0.1363880715470711
MICROTUBULE BASED TRANSPORT,4,252,31,0.1363880715470711
SODIUM ION TRANSMEMBRANE TRANSPORT,6,252,55,0.14135061894510637
REGULATION OF RESPONSE TO BIOTIC STIMULUS,12,252,133,0.1483521083113948
MONOSACCHARIDE TRANSMEMBRANE TRANSPORT,4,252,32,0.14845085359867333
INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS,4,252,32,0.14845085359867333
UNSATURATED FATTY ACID METABOLIC PROCESS,4,252,32,0.14845085359867333
POSITIVE REGULATION OF CYTOSKELETON ORGANIZATION,4,252,32,0.14845085359867333
CHEMICAL HOMEOSTASIS,24,252,298,0.14892609667732362
NEGATIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,3,252,21,0.15035688302293004
REGULATION OF LEUKOCYTE DEGRANULATION,3,252,21,0.15035688302293004
REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS,3,252,21,0.15035688302293004
REGULATION OF COLLAGEN METABOLIC PROCESS,3,252,21,0.15035688302293004
TOLL LIKE RECEPTOR SIGNALING PATHWAY,3,252,21,0.15035688302293004
DEFENSE RESPONSE TO GRAM NEGATIVE BACTERIUM,3,252,21,0.15035688302293004
SMALL MOLECULE BIOSYNTHETIC PROCESS,10,252,107,0.15073663743741542
NUCLEOTIDE CATABOLIC PROCESS,5,252,44,0.15159504405692234
NUCLEOSIDE PHOSPHATE CATABOLIC PROCESS,5,252,44,0.15159504405692234
LEARNING,7,252,69,0.1550669978815538
REGULATION OF CHOLESTEROL STORAGE,2,252,11,0.15569936256734962
TRIGLYCERIDE CATABOLIC PROCESS,2,252,11,0.15569936256734962
RESPONSE TO ANTIBIOTIC,2,252,11,0.15569936256734962
MICROTUBULE POLYMERIZATION,2,252,11,0.15569936256734962
VENTRICULAR SYSTEM DEVELOPMENT,2,252,11,0.15569936256734962
NEUTRAL LIPID CATABOLIC PROCESS,2,252,11,0.15569936256734962
LUNG SECRETORY CELL DIFFERENTIATION,2,252,11,0.15569936256734962
REGULATION OF MAST CELL DEGRANULATION,2,252,11,0.15569936256734962
BLOOD COAGULATION FIBRIN CLOT FORMATION,2,252,11,0.15569936256734962
PROTEIN ACTIVATION CASCADE,2,252,11,0.15569936256734962
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY,2,252,11,0.15569936256734962
CHOLESTEROL STORAGE,2,252,11,0.15569936256734962
NEUROTRANSMITTER REUPTAKE,2,252,11,0.15569936256734962
RETINAL ROD CELL DEVELOPMENT,2,252,11,0.15569936256734962
ORGAN OR TISSUE SPECIFIC IMMUNE RESPONSE,2,252,11,0.15569936256734962
NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,10,252,108,0.15726032101422324
GLYCEROLIPID METABOLIC PROCESS,6,252,57,0.1595247956959111
KETONE METABOLIC PROCESS,6,252,57,0.1595247956959111
MEMORY,6,252,57,0.1595247956959111
NUTRIENT STORAGE,4,252,33,0.16090830657933528
RESPONSE TO CAMP,4,252,33,0.16090830657933528
GLYCEROPHOSPHOLIPID METABOLIC PROCESS,4,252,33,0.16090830657933528
LONG TERM SYNAPTIC POTENTIATION,4,252,33,0.16090830657933528
MODULATION OF PROCESS OF ANOTHER ORGANISM,4,252,33,0.16090830657933528
RESPONSE TO VIRUS,7,252,70,0.16344929153165713
ORGANIC ACID TRANSPORT,8,252,83,0.16496763983652105
LYMPHOCYTE DIFFERENTIATION,14,252,163,0.16550812923197963
POSITIVE T CELL SELECTION,3,252,22,0.16628058294137593
AMINOGLYCAN METABOLIC PROCESS,3,252,22,0.16628058294137593
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE,3,252,22,0.16628058294137593
POSITIVE REGULATION OF CALCIUM MEDIATED SIGNALING,3,252,22,0.16628058294137593
NEGATIVE REGULATION OF COAGULATION,3,252,22,0.16628058294137593
COLLAGEN BIOSYNTHETIC PROCESS,3,252,22,0.16628058294137593
INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR,3,252,22,0.16628058294137593
REGULATION OF LIPID BIOSYNTHETIC PROCESS,6,252,58,0.16897595188151082
LYMPHOCYTE ACTIVATION,21,252,261,0.1702152059497847
REGULATION OF SMALL MOLECULE METABOLIC PROCESS,9,252,97,0.17224837314750194
RESPONSE TO ETHANOL,5,252,46,0.17301509343944452
VIRAL LIFE CYCLE,5,252,46,0.17301509343944452
SULFUR COMPOUND METABOLIC PROCESS,5,252,46,0.17301509343944452
POSITIVE REGULATION OF CIRCADIAN RHYTHM,2,252,12,0.17925466509436833
POSITIVE REGULATION OF BLOOD PRESSURE,2,252,12,0.17925466509436833
REGULATION OF SYNAPTIC TRANSMISSION GABAERGIC,2,252,12,0.17925466509436833
ENDOLYSOSOMAL TOLL LIKE RECEPTOR SIGNALING PATHWAY,2,252,12,0.17925466509436833
CELL DIFFERENTIATION IN HINDBRAIN,2,252,12,0.17925466509436833
LONG TERM SYNAPTIC DEPRESSION,2,252,12,0.17925466509436833
PROTEIN CONTAINING COMPLEX REMODELING,2,252,12,0.17925466509436833
REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,2,252,12,0.17925466509436833
POSITIVE REGULATION OF LEUKOCYTE DEGRANULATION,2,252,12,0.17925466509436833
FOREBRAIN NEURON FATE COMMITMENT,2,252,12,0.17925466509436833
CARBOHYDRATE METABOLIC PROCESS,9,252,98,0.1796911895652614
NEGATIVE REGULATION OF IMMUNE SYSTEM PROCESS,13,252,152,0.18071806242805796
HEMOSTASIS,7,252,72,0.18080544478045696
LEYDIG CELL DIFFERENTIATION,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF FATTY ACID TRANSPORT,1,252,3,0.18159049653910111
REGULATION OF PEPTIDYL LYSINE ACETYLATION,1,252,3,0.18159049653910111
POSITIVE REGULATION OF T HELPER 2 CELL CYTOKINE PRODUCTION,1,252,3,0.18159049653910111
LIPOXIN METABOLIC PROCESS,1,252,3,0.18159049653910111
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,1,252,3,0.18159049653910111
GLUCOSE 6 PHOSPHATE METABOLIC PROCESS,1,252,3,0.18159049653910111
XENOBIOTIC TRANSPORT ACROSS BLOOD BRAIN BARRIER,1,252,3,0.18159049653910111
RESPONSE TO CORTISOL,1,252,3,0.18159049653910111
EOSINOPHIL ACTIVATION,1,252,3,0.18159049653910111
REGULATION OF LOW DENSITY LIPOPROTEIN PARTICLE CLEARANCE,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF SYNAPSE ASSEMBLY,1,252,3,0.18159049653910111
RESPONSE TO CORTICOTROPIN RELEASING HORMONE,1,252,3,0.18159049653910111
EOSINOPHIL DIFFERENTIATION,1,252,3,0.18159049653910111
REGULATION OF PLASMINOGEN ACTIVATION,1,252,3,0.18159049653910111
POSITIVE REGULATION OF PEPTIDYL THREONINE PHOSPHORYLATION,1,252,3,0.18159049653910111
ETHANOLAMINE CONTAINING COMPOUND METABOLIC PROCESS,1,252,3,0.18159049653910111
FAT SOLUBLE VITAMIN CATABOLIC PROCESS,1,252,3,0.18159049653910111
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN,1,252,3,0.18159049653910111
ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMOSOME,1,252,3,0.18159049653910111
RENAL WATER ABSORPTION,1,252,3,0.18159049653910111
GLUTAMINE FAMILY AMINO ACID CATABOLIC PROCESS,1,252,3,0.18159049653910111
RESPONSE TO HERBICIDE,1,252,3,0.18159049653910111
PRIMITIVE HEMOPOIESIS,1,252,3,0.18159049653910111
TRIPEPTIDE TRANSPORT,1,252,3,0.18159049653910111
RESPONSE TO FRUCTOSE,1,252,3,0.18159049653910111
EPITHELIAL CILIUM MOVEMENT INVOLVED IN DETERMINATION OF LEFT RIGHT ASYMMETRY,1,252,3,0.18159049653910111
SMOOTH MUSCLE CONTRACTION INVOLVED IN MICTURITION,1,252,3,0.18159049653910111
INTRACELLULAR WATER HOMEOSTASIS,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF TRIGLYCERIDE STORAGE,1,252,3,0.18159049653910111
REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS,1,252,3,0.18159049653910111
ISOPRENOID CATABOLIC PROCESS,1,252,3,0.18159049653910111
GLYCINE TRANSPORT,1,252,3,0.18159049653910111
THIOESTER BIOSYNTHETIC PROCESS,1,252,3,0.18159049653910111
XENOBIOTIC EXPORT FROM CELL,1,252,3,0.18159049653910111
DETECTION OF OTHER ORGANISM,1,252,3,0.18159049653910111
PROTEIN DEUBIQUITINATION,1,252,3,0.18159049653910111
TERPENOID CATABOLIC PROCESS,1,252,3,0.18159049653910111
CHOLESTEROL CATABOLIC PROCESS,1,252,3,0.18159049653910111
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS,1,252,3,0.18159049653910111
AMP CATABOLIC PROCESS,1,252,3,0.18159049653910111
REGULATION OF SYNAPTIC MEMBRANE ADHESION,1,252,3,0.18159049653910111
ARGININE METABOLIC PROCESS,1,252,3,0.18159049653910111
AUTOCRINE SIGNALING,1,252,3,0.18159049653910111
IRON ION IMPORT ACROSS PLASMA MEMBRANE,1,252,3,0.18159049653910111
MULTINUCLEAR OSTEOCLAST DIFFERENTIATION,1,252,3,0.18159049653910111
T CELL EXTRAVASATION,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF MACROPHAGE DIFFERENTIATION,1,252,3,0.18159049653910111
LIPID PHOSPHORYLATION,1,252,3,0.18159049653910111
CELLULAR RESPONSE TO UV A,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF MONOCYTE CHEMOTACTIC PROTEIN 1 PRODUCTION,1,252,3,0.18159049653910111
T HELPER 1 CELL ACTIVATION,1,252,3,0.18159049653910111
POSITIVE REGULATION BY SYMBIONT OF ENTRY INTO HOST,1,252,3,0.18159049653910111
VACUOLAR ACIDIFICATION,1,252,3,0.18159049653910111
POSITIVE REGULATION OF MHC CLASS II BIOSYNTHETIC PROCESS,1,252,3,0.18159049653910111
POSITIVE REGULATION OF PHOSPHOLIPID BIOSYNTHETIC PROCESS,1,252,3,0.18159049653910111
REGULATION OF PHOSPHOLIPID BIOSYNTHETIC PROCESS,1,252,3,0.18159049653910111
DEHYDROASCORBIC ACID TRANSPORT,1,252,3,0.18159049653910111
CELLULAR RESPONSE TO GLUCAGON STIMULUS,1,252,3,0.18159049653910111
INSEMINATION,1,252,3,0.18159049653910111
CELLULAR RESPONSE TO ETHANOL,1,252,3,0.18159049653910111
PLASMA MEMBRANE LACTATE TRANSPORT,1,252,3,0.18159049653910111
PROTEIN MODIFICATION BY SMALL PROTEIN REMOVAL,1,252,3,0.18159049653910111
PHOSPHOLIPASE C PROTEIN KINASE C SIGNAL TRANSDUCTION,1,252,3,0.18159049653910111
POSITIVE REGULATION OF LONG TERM SYNAPTIC DEPRESSION,1,252,3,0.18159049653910111
OPERANT CONDITIONING,1,252,3,0.18159049653910111
ALANINE TRANSPORT,1,252,3,0.18159049653910111
POSITIVE REGULATION OF RESPONSE TO NUTRIENT LEVELS,1,252,3,0.18159049653910111
PROLINE TRANSMEMBRANE TRANSPORT,1,252,3,0.18159049653910111
POSITIVE REGULATION OF EXTRACELLULAR MATRIX DISASSEMBLY,1,252,3,0.18159049653910111
